OrderID,Location,DeliveryType,Channel,OrderDate,OrderTime,OrderUUID,WorkflowUUID,OrderStartTime,OrderAcceptedTime,CourierArrivalTime,CourierStartedTime,CourierArrivalTime,CourierEndedTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,Country,CountryCode,City,OrderStatus,DeliveryStatus,IsScheduled,IsCompleted,MenuItemCount,CurrencyCode,GrossAOV,TimeToConfirm,OriginalPrepTime,IsPrepTimeIncreased,IncreasedPrepTime,TotalDeliveryTime,CourierRxWaitTime,TotalRxTime,StackingType,OrderDeviceType,IsSubscription,PrimaryKey
#4359B,Prenzlauer Berg,Delivery,UberEats,2022-11-19,16:55:15,f3533f32-aea0-5197-8a85-c7c3761ddf02,10c17a89-99cc-4144-8a39-d91a8c14359b,16:55:15,16:55:21,17:09:44,17:11:22,17:09:44,17:20:41,00:00:06,00:14:23,00:01:38,00:07:30,00:01:49,00:25:25,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,11.6,00:00:06,00:08:15,True,-15.98,9.32,00:01:37,00:16:01,Non Batched,iOS,False,#4359B - Prenzlauer Berg - 2022-11-19
#9A1CA,Prenzlauer Berg,Delivery,UberEats,2022-11-19,17:04:19,f725642d-67f2-5aac-b379-cdb0e441146f,e86e6b23-7fbe-41ae-80f9-964cc579a1ca,17:04:19,17:04:25,17:22:54,17:23:31,17:22:54,17:34:45,00:00:06,00:18:29,00:00:37,00:07:28,00:03:46,00:30:25,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,43.0,00:00:06,00:10:00,False,0.0,11.23,00:00:37,00:19:06,Non Batched,iOS,False,#9A1CA - Prenzlauer Berg - 2022-11-19
#3FAA2,Prenzlauer Berg,Delivery,UberEats,2022-11-19,17:35:02,fea92d09-dafc-5a82-9c97-663642ea191a,8b6a632a-480b-49f4-a435-e63f0703faa2,17:35:02,17:35:09,17:56:00,17:57:47,17:56:00,18:08:19,00:00:07,00:20:51,00:01:47,00:08:13,00:02:19,00:33:16,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,18.9,00:00:07,00:07:46,False,0.0,10.53,00:01:46,00:22:37,Single Merchant,Android,False,#3FAA2 - Prenzlauer Berg - 2022-11-19
#8E921,Prenzlauer Berg,Delivery,UberEats,2022-11-19,17:40:54,1725eb40-8c95-5a3f-a67e-5e3e49421438,0e34f787-56e9-4dc8-ba07-92a62a88e921,17:40:54,17:41:04,00:00:00,17:57:46,00:00:00,18:22:31,00:00:10,00:00:00,00:00:00,00:20:38,00:04:07,00:41:37,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,11.6,00:00:10,00:08:28,False,0.0,24.75,,00:16:42,Single Merchant,Android,False,#8E921 - Prenzlauer Berg - 2022-11-19
#EB429,Prenzlauer Berg,Delivery,UberEats,2022-11-19,17:57:53,860a0c16-253c-509f-84cf-a55c3278a9b1,dcea8552-b750-46a7-89d0-a86ace8eb429,17:57:53,17:58:00,18:23:58,18:27:07,18:23:58,18:34:57,00:00:07,00:25:58,00:03:09,00:03:35,00:04:15,00:37:04,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,28.3,00:00:07,00:14:37,True,-14.72,7.83,00:03:09,00:29:07,Non Batched,iOS,False,#EB429 - Prenzlauer Berg - 2022-11-19
#BB15B,Prenzlauer Berg,Delivery,UberEats,2022-11-19,18:29:39,4c8de2fd-b577-5cac-98b9-94512fcd187d,a750c841-af21-4346-afde-4e130dabb15b,18:29:39,18:29:45,18:52:03,18:54:34,18:52:03,19:03:09,00:00:06,00:22:18,00:02:31,00:04:22,00:04:13,00:33:30,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,28.0,00:00:06,00:15:51,False,0.0,8.58,00:02:31,00:24:49,Non Batched,iOS,False,#BB15B - Prenzlauer Berg - 2022-11-19
#DAB72,Prenzlauer Berg,Delivery,UberEats,2022-11-19,18:43:04,41b7431d-dfee-5e52-99ad-bdec22fd9b6e,8b640720-00f8-45cc-a5e5-fccc9f8dab72,18:43:04,18:43:12,19:03:43,19:05:29,19:03:43,19:15:24,00:00:08,00:20:31,00:01:46,00:08:10,00:01:45,00:32:19,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,21.3,00:00:07,00:19:43,False,0.0,9.92,00:01:46,00:22:16,Non Batched,Android,False,#DAB72 - Prenzlauer Berg - 2022-11-19
#D2A58,Prenzlauer Berg,Delivery,UberEats,2022-11-19,19:09:53,77924e25-e250-5bc1-848c-bb0a67f93345,2fee3cf4-d685-4b04-b9d7-e2bcb11d2a58,19:09:53,19:09:58,19:28:42,19:40:37,19:28:42,19:53:40,00:00:05,00:18:44,00:11:55,00:10:09,00:02:54,00:43:46,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.8,00:00:04,00:12:12,False,0.0,13.05,00:11:55,00:30:39,Non Batched,iOS,False,#D2A58 - Prenzlauer Berg - 2022-11-19
#89243,Prenzlauer Berg,Delivery,UberEats,2022-11-19,19:42:23,8526ddb3-194a-5390-b2b9-ccec4c01a9a3,3cba273d-ab11-46ce-b6f7-7fa862089243,19:42:23,19:42:30,20:10:47,20:13:06,20:10:47,20:24:52,00:00:07,00:28:17,00:02:19,00:06:25,00:05:21,00:42:28,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.1,00:00:07,00:19:46,True,-17.85,11.77,00:02:19,00:30:36,Non Batched,Android,False,#89243 - Prenzlauer Berg - 2022-11-19
#19828,Prenzlauer Berg,Delivery,UberEats,2022-11-19,20:37:42,4a39ba32-9981-581a-b3bb-a81ffc7a2582,4e3276e4-7538-4349-a98b-ea9eafd19828,20:37:42,20:37:47,20:50:45,20:56:30,20:50:45,21:10:09,00:00:05,00:12:58,00:05:45,00:10:11,00:03:28,00:32:27,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,20.3,00:00:04,00:09:55,True,-18.13,13.65,00:05:45,00:18:43,Non Batched,iOS,False,#19828 - Prenzlauer Berg - 2022-11-19
#DAFDF,Prenzlauer Berg,Delivery,UberEats,2022-11-19,20:57:39,26e5765f-7e01-5c66-80f2-e50ebe3e6093,c0342df3-90de-4706-86db-ac0091cdafdf,20:57:39,20:57:48,21:07:38,21:09:19,21:07:38,21:15:38,00:00:09,00:09:50,00:01:41,00:05:15,00:01:04,00:17:58,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.6,00:00:09,00:07:04,False,0.0,6.32,00:01:40,00:11:31,Non Batched,iOS,False,#DAFDF - Prenzlauer Berg - 2022-11-19
#9697E,Prenzlauer Berg,Delivery,UberEats,2022-11-19,21:43:32,a9831aa2-ea9b-5f5f-b5ef-66e1fb7b7198,cce628ac-bc52-4cc3-b13d-24ff2329697e,21:43:32,21:43:41,21:54:45,21:58:04,21:54:45,22:07:07,00:00:09,00:11:04,00:03:19,00:06:17,00:02:46,00:23:34,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,15.3,00:00:09,00:10:10,False,0.0,9.05,00:03:19,00:14:22,Single Merchant,iOS,False,#9697E - Prenzlauer Berg - 2022-11-19
#52C2E,Prenzlauer Berg,Delivery,UberEats,2022-11-19,21:43:40,38214ef4-5528-58d5-8a73-1214e986d193,45700f94-ca87-4f7c-bb65-e412e6152c2e,21:43:40,21:43:46,00:00:00,21:58:05,00:00:00,22:15:55,00:00:06,00:00:00,00:00:00,00:14:56,00:02:54,00:32:15,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.4,00:00:06,00:10:01,True,-15.45,17.83,,00:14:19,Single Merchant,iOS,False,#52C2E - Prenzlauer Berg - 2022-11-19
#6B501,Prenzlauer Berg,Delivery,UberEats,2022-11-20,11:13:59,e243790a-6dc3-53ec-a08c-655c58de25b7,448400b0-ab69-49e2-bf43-d50eb6f6b501,11:13:59,11:14:04,11:27:03,11:28:03,11:27:03,11:35:11,00:00:05,00:12:59,00:01:00,00:04:20,00:02:48,00:21:12,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,14.7,00:00:04,00:12:28,False,0.0,7.13,00:01:00,00:13:58,Non Batched,iOS,False,#6B501 - Prenzlauer Berg - 2022-11-20
#F32A0,Prenzlauer Berg,Delivery,UberEats,2022-11-20,12:03:11,70e08d25-5e8b-500b-8b3c-e984b102def5,731d072e-5f46-4239-9c0d-787ca04f32a0,12:03:11,12:03:16,12:16:57,12:18:26,12:16:57,12:31:25,00:00:05,00:13:41,00:01:29,00:10:31,00:02:28,00:28:13,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,14.6,00:00:04,00:11:40,True,-10.1,12.98,00:01:28,00:15:10,Non Batched,iOS,False,#F32A0 - Prenzlauer Berg - 2022-11-20
#B6C2B,Prenzlauer Berg,Delivery,UberEats,2022-11-20,12:08:18,7fd56f6b-b0fc-5698-b8fd-d47871c60349,fcc43ab9-5e7e-4a63-8e26-19541ecb6c2b,12:08:18,12:08:24,12:30:20,12:31:53,12:30:20,12:37:28,00:00:06,00:21:56,00:01:33,00:04:04,00:01:31,00:29:10,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,31.7,00:00:06,00:19:10,True,-20.32,5.58,00:01:33,00:23:28,Non Batched,Android,False,#B6C2B - Prenzlauer Berg - 2022-11-20
#869C8,Prenzlauer Berg,Delivery,UberEats,2022-11-20,12:52:34,d83af269-50ee-5736-b4b8-813f5e12fc72,1b7c3b85-8f0b-4752-91b9-0013a3c869c8,12:52:34,12:52:37,13:16:39,13:18:05,13:16:39,13:24:38,00:00:03,00:24:02,00:01:26,00:04:50,00:01:43,00:32:04,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,26.3,00:00:03,00:20:16,True,-11.32,6.55,00:01:25,00:25:28,Non Batched,Android,False,#869C8 - Prenzlauer Berg - 2022-11-20
#2A7F9,Prenzlauer Berg,Delivery,UberEats,2022-11-20,13:05:56,2cf1e494-a150-599a-ae5c-fe4eb7e18b40,04bc5884-f1b0-4240-a729-915ac9c2a7f9,13:05:56,13:06:04,13:24:59,13:28:49,13:24:59,13:36:45,00:00:08,00:18:55,00:03:50,00:03:38,00:04:18,00:30:49,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,47.3,00:00:07,00:18:37,True,-13.98,7.93,00:03:49,00:22:45,Non Batched,iOS,False,#2A7F9 - Prenzlauer Berg - 2022-11-20
#6CFBE,Prenzlauer Berg,Delivery,UberEats,2022-11-20,13:20:40,5d2f52c6-2a0b-5bc4-a13b-817ea457c4a9,79b1674d-cae6-438c-b06d-fcf150b6cfbe,13:20:40,13:20:47,13:37:54,13:39:41,13:37:54,13:48:04,00:00:07,00:17:07,00:01:47,00:07:05,00:01:18,00:27:24,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,46.1,00:00:07,00:15:04,True,-15.02,8.38,00:01:46,00:18:54,Non Batched,iOS,False,#6CFBE - Prenzlauer Berg - 2022-11-20
#9B656,Prenzlauer Berg,Delivery,UberEats,2022-11-20,13:25:01,4b4ba1f2-5d7e-5551-9381-5d2f44b018b7,67c00bef-ce9a-4273-a7ec-845755a9b656,13:25:01,13:25:09,13:47:09,13:49:22,13:47:09,13:54:57,00:00:08,00:22:00,00:02:13,00:02:47,00:02:48,00:29:55,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,36.6,00:00:07,00:20:15,True,-14.93,5.58,00:02:13,00:24:13,Non Batched,iOS,False,#9B656 - Prenzlauer Berg - 2022-11-20
#5A1B2,Prenzlauer Berg,Delivery,UberEats,2022-11-20,13:59:02,cceee7bb-a147-59ec-88a3-5ebc2873eace,9964e492-a662-4c62-981b-5daf1d65a1b2,13:59:02,13:59:06,14:15:32,14:16:04,14:15:32,14:29:26,00:00:04,00:16:26,00:00:32,00:12:04,00:01:18,00:30:24,Germany,DEU,Berlin,Completed,Completed,False,True,7,EUR,51.9,00:00:04,00:14:48,True,-16.65,13.37,00:00:31,00:16:58,Non Batched,Android,False,#5A1B2 - Prenzlauer Berg - 2022-11-20
#3336B,Prenzlauer Berg,Delivery,UberEats,2022-11-20,14:04:09,a9bd9b3d-7b93-5e5d-9310-850b6c7214f9,ca4b10cb-8e33-4128-914e-aad6ec63336b,14:04:09,14:04:15,14:24:40,14:25:28,14:24:40,14:35:39,00:00:06,00:20:25,00:00:48,00:07:08,00:03:03,00:31:30,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,28.9,00:00:06,00:17:13,True,-13.8,10.18,00:00:48,00:21:13,Non Batched,Android,False,#3336B - Prenzlauer Berg - 2022-11-20
#79323,Prenzlauer Berg,Delivery,UberEats,2022-11-20,14:28:41,69754616-5319-5f93-a726-d0001f38a250,fc796967-8ab7-4121-91bf-53def2f79323,14:28:41,14:28:45,14:38:42,14:40:52,14:38:42,14:55:11,00:00:04,00:09:57,00:02:10,00:13:34,00:00:45,00:26:30,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,20.2,00:00:04,00:10:15,False,0.0,14.32,00:02:10,00:12:07,Non Batched,iOS,False,#79323 - Prenzlauer Berg - 2022-11-20
#B6DA3,Prenzlauer Berg,Delivery,UberEats,2022-11-20,14:32:18,56bca518-294a-505a-a0c4-1305977b7bae,c96a9ea4-9f8b-414d-bbbd-62d4299b6da3,14:32:18,14:32:22,14:57:37,14:59:25,14:57:37,15:16:34,00:00:04,00:25:15,00:01:48,00:14:51,00:02:18,00:44:16,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.2,00:00:04,00:18:45,True,-16.33,17.15,00:01:48,00:27:03,Non Batched,iOS,False,#B6DA3 - Prenzlauer Berg - 2022-11-20
#D4836,Prenzlauer Berg,Delivery,UberEats,2022-11-20,14:42:23,f2435c9b-0a43-5d8d-8211-bb36d87e0701,8da3effb-7f24-4335-aef4-926906ad4836,14:42:23,14:42:26,15:02:26,15:04:43,15:02:26,15:14:28,00:00:03,00:20:00,00:02:17,00:07:39,00:02:06,00:32:04,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,38.2,00:00:03,00:16:16,True,-12.3,9.75,00:02:16,00:22:16,Non Batched,iOS,False,#D4836 - Prenzlauer Berg - 2022-11-20
#CC75B,Prenzlauer Berg,Delivery,UberEats,2022-11-20,14:53:06,1af4aae4-6797-55f4-b38e-1acc113ba38a,83c27527-c303-4513-990f-b404ae7cc75b,14:53:06,14:53:21,15:23:53,15:26:10,15:23:53,15:33:33,00:00:15,00:30:32,00:02:17,00:05:52,00:01:31,00:40:27,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,17.2,00:00:15,00:25:04,True,-10.68,7.38,00:02:16,00:32:49,Non Batched,iOS,False,#CC75B - Prenzlauer Berg - 2022-11-20
#30483,Prenzlauer Berg,Delivery,UberEats,2022-11-20,15:14:26,f8257dea-775a-5d80-8faa-700178d4e19a,e082d123-7bdd-488a-abd2-d69f49730483,15:14:26,15:14:31,15:39:08,15:42:30,15:39:08,15:51:59,00:00:05,00:24:37,00:03:22,00:07:07,00:02:22,00:37:33,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.7,00:00:04,00:23:07,True,-8.58,9.48,00:03:22,00:27:58,Non Batched,Android,False,#30483 - Prenzlauer Berg - 2022-11-20
#BC9A1,Prenzlauer Berg,Delivery,UberEats,2022-11-20,15:19:40,e9aa1b62-5f03-5ee3-8b32-05ad893a956e,7db947b1-2bdc-4ef5-a796-bd82f48bc9a1,15:19:40,15:19:47,15:51:25,15:54:25,15:51:25,16:04:04,00:00:07,00:31:38,00:03:00,00:05:29,00:04:10,00:44:24,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,32.0,00:00:07,00:30:51,True,-10.75,9.65,00:03:00,00:34:37,Non Batched,Android,False,#BC9A1 - Prenzlauer Berg - 2022-11-20
#EB6BF,Prenzlauer Berg,Delivery,UberEats,2022-11-20,15:56:34,284b2ca6-d9b7-5a1d-a0d4-d0d816aef606,a82a3807-6d1c-467e-a5ba-66e5039eb6bf,15:56:34,15:56:38,16:25:56,16:26:49,16:25:56,16:36:08,00:00:04,00:29:18,00:00:53,00:07:55,00:01:24,00:39:34,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,32.2,00:00:04,00:24:27,True,-16.68,9.32,00:00:52,00:30:10,Non Batched,Web,False,#EB6BF - Prenzlauer Berg - 2022-11-20
#DBAEC,Prenzlauer Berg,Delivery,UberEats,2022-11-20,16:10:10,00fdafe4-874c-55d9-b42d-4021daeab285,a58a1ec0-26f5-4c95-9ef0-a4916b2dbaec,16:10:10,16:10:21,16:44:16,16:49:35,16:44:16,17:05:23,00:00:11,00:33:55,00:05:19,00:11:09,00:04:39,00:55:13,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,22.0,00:00:10,00:29:37,True,-9.52,15.8,00:05:19,00:39:13,Non Batched,iOS,False,#DBAEC - Prenzlauer Berg - 2022-11-20
#FEBD6,Prenzlauer Berg,Delivery,UberEats,2022-11-20,16:35:04,91f4ae56-822b-547a-984a-9805bb68c169,fc488558-315d-4b85-8f13-7127693febd6,16:35:04,16:35:12,17:09:10,17:11:13,17:09:10,17:16:24,00:00:08,00:33:58,00:02:03,00:03:10,00:02:01,00:41:19,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,15.8,00:00:07,00:25:58,True,-9.33,5.18,00:02:02,00:36:01,Non Batched,iOS,False,#FEBD6 - Prenzlauer Berg - 2022-11-20
#F5428,Prenzlauer Berg,Delivery,UberEats,2022-11-20,17:11:12,4ec6bdd9-3fdf-57bb-b102-d77b2e63f865,5c33b0de-2562-40e5-ac7a-1dec686f5428,17:11:12,17:11:17,17:43:36,17:59:23,17:43:36,18:21:25,00:00:05,00:32:19,00:15:47,00:11:55,00:10:07,01:10:13,Germany,DEU,Berlin,Completed,Completed,False,True,8,EUR,82.6,00:00:04,00:17:34,True,-21.28,22.03,00:15:46,00:48:06,Single Merchant,iOS,False,#F5428 - Prenzlauer Berg - 2022-11-20
#9D0B6,Prenzlauer Berg,Delivery,UberEats,2022-11-20,17:21:19,4f4a5d04-305d-55e8-a330-85bf8d8aaf14,3077bed8-7da7-40b7-bfc5-bad14d69d0b6,17:21:19,17:21:23,18:08:26,18:12:23,18:08:26,18:28:41,00:00:04,00:47:03,00:03:57,00:14:11,00:02:07,01:07:22,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,47.3,00:00:04,00:29:49,True,-14.58,16.3,00:03:57,00:51:00,Non Batched,iOS,False,#9D0B6 - Prenzlauer Berg - 2022-11-20
#BFFA9,Prenzlauer Berg,Delivery,UberEats,2022-11-20,17:32:37,f5e61ef9-659a-5ce1-9655-0aaf701230b2,a8edf27e-ad6c-481d-a9ff-c6f133abffa9,17:32:37,17:32:41,00:00:00,17:59:22,00:00:00,18:30:13,00:00:04,00:00:00,00:00:00,00:27:41,00:03:10,00:57:36,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.8,00:00:04,00:32:16,True,-12.17,30.85,,00:26:40,Single Merchant,iOS,False,#BFFA9 - Prenzlauer Berg - 2022-11-20
#85D11,Prenzlauer Berg,Delivery,UberEats,2022-11-20,17:46:51,936233dc-6d55-5539-a929-d03c54c58827,38512c07-f4be-4522-9439-9329c0285d11,17:46:51,17:46:56,18:40:41,18:41:19,18:40:41,18:53:25,00:00:05,00:53:45,00:00:38,00:08:54,00:03:12,01:06:34,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,20.8,00:00:04,00:36:09,True,-10.4,12.1,00:00:37,00:54:22,Non Batched,iOS,False,#85D11 - Prenzlauer Berg - 2022-11-20
#E9352,Prenzlauer Berg,Delivery,UberEats,2022-11-20,17:47:33,9503c9cc-a42b-52d3-ad10-f11a2d9240aa,fe9246e9-5434-4989-b2a8-42d4a42e9352,17:47:33,17:47:38,18:33:00,18:34:32,18:33:00,18:50:26,00:00:05,00:45:22,00:01:32,00:14:05,00:01:49,01:02:52,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,38.7,00:00:04,00:35:28,True,-11.58,15.9,00:01:31,00:46:54,Non Batched,iOS,False,#E9352 - Prenzlauer Berg - 2022-11-20
#1F8E6,Prenzlauer Berg,Delivery,UberEats,2022-11-20,18:17:00,37348843-980e-5f81-8676-651c413480e0,2d9aca56-69e3-4e89-9d06-7a4368e1f8e6,18:17:00,18:17:15,18:53:43,18:59:02,18:53:43,19:29:16,00:00:15,00:36:28,00:05:19,00:29:13,00:01:01,01:12:16,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,19.7,00:00:15,00:18:33,True,-8.8,30.23,00:05:19,00:41:46,Single Merchant,iOS,False,#1F8E6 - Prenzlauer Berg - 2022-11-20
#7F6BB,Prenzlauer Berg,Delivery,UberEats,2022-11-20,18:24:33,015b407b-76ca-5705-aaae-5807491a75f0,9622e7e2-448f-435f-a872-dc7fe237f6bb,18:24:33,18:24:39,00:00:00,18:59:02,00:00:00,19:10:52,00:00:06,00:00:00,00:00:00,00:09:53,00:01:57,00:46:19,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,24.0,00:00:06,00:29:24,True,-19.3,11.83,,00:34:22,Single Merchant,iOS,False,#7F6BB - Prenzlauer Berg - 2022-11-20
#96C2D,Prenzlauer Berg,Delivery,UberEats,2022-11-20,18:38:30,ba6db31e-f3a9-58e7-a2e6-9163e40e4b89,79c8f6bb-5781-4fba-b8be-ae8e55f96c2d,18:38:30,18:38:35,19:17:25,19:20:00,19:17:25,19:30:14,00:00:05,00:38:50,00:02:35,00:07:01,00:03:13,00:51:43,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.0,00:00:04,00:26:01,True,-15.92,10.23,00:02:34,00:41:25,Non Batched,iOS,False,#96C2D - Prenzlauer Berg - 2022-11-20
#CEE31,Prenzlauer Berg,Delivery,UberEats,2022-11-20,18:45:12,6cc40e96-7ebb-5fba-aa25-897ae08092b8,b3a76e10-6379-44e0-bf81-c95ab46cee31,18:45:12,18:45:16,19:23:03,19:25:32,19:23:03,19:33:46,00:00:04,00:37:47,00:02:29,00:05:13,00:03:01,00:48:34,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,27.4,00:00:04,00:28:40,True,-13.4,8.23,00:02:28,00:40:16,Non Batched,iOS,False,#CEE31 - Prenzlauer Berg - 2022-11-20
#8453F,Prenzlauer Berg,Delivery,UberEats,2022-11-20,19:14:58,14085ba9-849d-530a-99cf-64ec2909bd71,ddf2bf10-1b25-419a-8471-408879a8453f,19:14:58,19:15:07,19:54:04,19:58:04,19:54:04,20:24:27,00:00:09,00:38:57,00:04:00,00:23:16,00:03:07,01:09:28,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,36.1,00:00:09,00:31:16,True,-16.17,26.38,00:04:00,00:42:57,Single Merchant,iOS,False,#8453F - Prenzlauer Berg - 2022-11-20
#4CB8D,Prenzlauer Berg,Delivery,UberEats,2022-11-20,19:24:25,05daf023-76fa-5232-b420-bee0a8df6177,101d0328-b15f-4d7d-a946-3a452a64cb8d,19:24:25,19:24:34,00:00:00,19:58:04,00:00:00,20:08:17,00:00:09,00:00:00,00:00:00,00:06:36,00:03:37,00:43:52,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,15.9,00:00:09,00:28:10,True,-18.0,10.22,,00:33:30,Single Merchant,iOS,False,#4CB8D - Prenzlauer Berg - 2022-11-20
#8E42E,Prenzlauer Berg,Delivery,UberEats,2022-11-20,19:35:22,922cf8e0-4960-53f1-af96-e45578c7619c,24cdd6ac-d061-4110-a185-7ac459f8e42e,19:35:22,19:35:28,20:06:55,20:20:29,20:06:55,20:36:43,00:00:06,00:31:27,00:13:34,00:10:02,00:06:12,01:01:21,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,37.1,00:00:06,00:29:16,True,-19.03,16.23,00:13:34,00:45:01,Single Merchant,iOS,False,#8E42E - Prenzlauer Berg - 2022-11-20
#280DB,Prenzlauer Berg,Delivery,UberEats,2022-11-20,19:47:49,f6dc5385-14a7-5eac-82d2-0e048fcf1565,d1aad827-061c-4596-b185-6490a86280db,19:47:49,19:47:54,00:00:00,20:20:30,00:00:00,20:48:21,00:00:05,00:00:00,00:00:00,00:26:26,00:01:25,01:00:31,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,19.6,00:00:04,00:25:00,True,-9.83,27.85,,00:32:36,Single Merchant,Android,False,#280DB - Prenzlauer Berg - 2022-11-20
#DDF73,Prenzlauer Berg,Delivery,UberEats,2022-11-20,20:10:03,82f5a549-87aa-514b-9c1d-5bfa19313520,ea97917f-0cfe-4ece-935d-5c6a1b3ddf73,20:10:03,20:10:10,20:37:04,20:38:01,20:37:04,20:45:57,00:00:07,00:26:54,00:00:57,00:04:02,00:03:54,00:35:54,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,17.7,00:00:07,00:17:25,True,-12.18,7.93,00:00:57,00:27:51,Single Merchant,iOS,False,#DDF73 - Prenzlauer Berg - 2022-11-20
#6E7F8,Prenzlauer Berg,Delivery,UberEats,2022-11-20,20:10:17,3f20d0b5-38d5-50cd-b03e-3dfc4c2ced72,94f85e3c-5206-41b6-ac0d-9b8af846e7f8,20:10:17,20:10:27,00:00:00,20:38:02,00:00:00,20:56:16,00:00:10,00:00:00,00:00:00,00:14:05,00:04:09,00:45:58,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,16.6,00:00:10,00:23:01,True,-11.9,18.23,,00:27:34,Single Merchant,iOS,False,#6E7F8 - Prenzlauer Berg - 2022-11-20
#8A611,Prenzlauer Berg,Delivery,UberEats,2022-11-20,20:27:55,4d28c934-3ed2-562e-a531-553042c8a3c4,9bede1f2-adfd-41c9-bebe-5e4019f8a611,20:27:55,20:28:02,20:42:13,20:43:44,20:42:13,20:51:28,00:00:07,00:14:11,00:01:31,00:04:49,00:02:55,00:23:33,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,15.4,00:00:07,00:09:37,True,-9.02,7.73,00:01:31,00:15:42,Non Batched,iOS,False,#8A611 - Prenzlauer Berg - 2022-11-20
#7CFD2,Prenzlauer Berg,Delivery,UberEats,2022-11-20,20:49:30,0a64acc7-53ef-5a3a-bf50-48450c4488d5,780dd9f2-9a1b-4f36-abd7-ec064147cfd2,20:49:30,20:49:35,21:05:39,21:09:15,21:05:39,21:21:41,00:00:05,00:16:04,00:03:36,00:09:37,00:02:49,00:32:10,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,38.6,00:00:04,00:14:42,True,-9.55,12.43,00:03:36,00:19:40,Non Batched,iOS,False,#7CFD2 - Prenzlauer Berg - 2022-11-20
#DE060,Prenzlauer Berg,Delivery,UberEats,2022-11-20,20:54:13,eac26ed7-54ca-5fbd-9103-46395fee7a78,4413e3f0-5d64-40d1-9c37-c903768de060,20:54:13,20:54:18,21:10:42,21:12:13,21:10:42,21:20:25,00:00:05,00:16:24,00:01:31,00:07:26,00:00:46,00:26:12,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.6,00:00:04,00:10:00,False,0.0,8.2,00:01:31,00:17:55,Non Batched,iOS,False,#DE060 - Prenzlauer Berg - 2022-11-20
#D4280,Prenzlauer Berg,Delivery,UberEats,2022-11-20,21:04:02,cd39d632-1525-5394-aab0-8704a6b7e294,7c69c69e-ca11-4140-b27d-0e05191d4280,21:04:02,21:04:09,21:17:46,21:21:26,21:17:46,21:37:05,00:00:07,00:13:37,00:03:40,00:10:24,00:05:15,00:33:02,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,18.0,00:00:07,00:11:36,True,-9.57,15.65,00:03:40,00:17:16,Non Batched,iOS,False,#D4280 - Prenzlauer Berg - 2022-11-20
