PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,City,OrderStatus,DeliveryStatus,DeliveryType,GrossAOV,StackingType,WorkflowUUID,OrderUUID,IsScheduled,IsSubscription,OrderStartTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,PromotionsOnItems,PriceAdjustments,DeliveryFee,PromotionsOnDelivery,Tips,MarketplaceFee,TotalPayout,PayoutDate,OrderIssue,TotalRefund,RefundCoveredByMerchant,RefundNotCoveredByMerchant,RatingScore
#19828 - Prenzlauer Berg - 2022-11-19,Prenzlauer Berg,#19828,2022-11-19,20:37:42,Uber Eats,Berlin,Completed,Completed,Delivery,20.3,Non Batched,4e3276e4-7538-4349-a98b-ea9eafd19828,4a39ba32-9981-581a-b3bb-a81ffc7a2582,False,False,20:37:42,00:00:05,00:12:58,00:05:45,00:10:11,00:03:28,00:32:27,0.0,0.0,0.0,0.0,0.0,-7.25,13.05,21/11/2022,,,,,
#DAFDF - Prenzlauer Berg - 2022-11-19,Prenzlauer Berg,#DAFDF,2022-11-19,20:57:39,Uber Eats,Berlin,Completed,Completed,Delivery,18.6,Non Batched,c0342df3-90de-4706-86db-ac0091cdafdf,26e5765f-7e01-5c66-80f2-e50ebe3e6093,False,False,20:57:39,00:00:09,00:09:50,00:01:41,00:05:15,00:01:04,00:17:58,0.0,0.0,0.0,0.0,0.0,-6.64,11.96,21/11/2022,,,,,
#9697E - Prenzlauer Berg - 2022-11-19,Prenzlauer Berg,#9697E,2022-11-19,21:43:32,Uber Eats,Berlin,Completed,Completed,Delivery,15.3,Single Merchant,cce628ac-bc52-4cc3-b13d-24ff2329697e,a9831aa2-ea9b-5f5f-b5ef-66e1fb7b7198,False,False,21:43:32,00:00:09,00:11:04,00:03:19,00:06:17,00:02:46,00:23:34,0.0,0.0,0.0,0.0,0.0,-5.46,9.84,21/11/2022,,,,,
#52C2E - Prenzlauer Berg - 2022-11-19,Prenzlauer Berg,#52C2E,2022-11-19,21:43:40,Uber Eats,Berlin,Completed,Completed,Delivery,16.4,Single Merchant,45700f94-ca87-4f7c-bb65-e412e6152c2e,38214ef4-5528-58d5-8a73-1214e986d193,False,False,21:43:40,00:00:06,00:00:00,00:00:00,00:14:56,00:02:54,00:32:15,0.0,0.0,0.0,0.0,0.0,-5.85,10.55,21/11/2022,,,,,
#6B501 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#6B501,2022-11-20,11:13:59,Uber Eats,Berlin,Completed,Completed,Delivery,14.7,Non Batched,448400b0-ab69-49e2-bf43-d50eb6f6b501,e243790a-6dc3-53ec-a08c-655c58de25b7,False,False,11:13:59,00:00:05,00:12:59,00:01:00,00:04:20,00:02:48,00:21:12,0.0,0.0,0.0,0.0,0.0,-5.25,9.45,21/11/2022,,,,,
#F32A0 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#F32A0,2022-11-20,12:03:11,Uber Eats,Berlin,Completed,Completed,Delivery,14.6,Non Batched,731d072e-5f46-4239-9c0d-787ca04f32a0,70e08d25-5e8b-500b-8b3c-e984b102def5,False,False,12:03:11,00:00:05,00:13:41,00:01:29,00:10:31,00:02:28,00:28:13,0.0,0.0,0.0,0.0,0.0,-5.21,9.39,21/11/2022,,,,,
#B6C2B - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#B6C2B,2022-11-20,12:08:18,Uber Eats,Berlin,Completed,Completed,Delivery,31.7,Non Batched,fcc43ab9-5e7e-4a63-8e26-19541ecb6c2b,7fd56f6b-b0fc-5698-b8fd-d47871c60349,False,False,12:08:18,00:00:06,00:21:56,00:01:33,00:04:04,00:01:31,00:29:10,0.0,0.0,0.0,0.0,0.0,-11.32,20.38,21/11/2022,,,,,
#869C8 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#869C8,2022-11-20,12:52:34,Uber Eats,Berlin,Completed,Completed,Delivery,26.3,Non Batched,1b7c3b85-8f0b-4752-91b9-0013a3c869c8,d83af269-50ee-5736-b4b8-813f5e12fc72,False,False,12:52:34,00:00:03,00:24:02,00:01:26,00:04:50,00:01:43,00:32:04,0.0,0.0,0.0,0.0,0.0,-9.39,16.91,21/11/2022,,,,,
#2A7F9 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#2A7F9,2022-11-20,13:05:56,Uber Eats,Berlin,Completed,Completed,Delivery,47.3,Non Batched,04bc5884-f1b0-4240-a729-915ac9c2a7f9,2cf1e494-a150-599a-ae5c-fe4eb7e18b40,False,False,13:05:56,00:00:08,00:18:55,00:03:50,00:03:38,00:04:18,00:30:49,0.0,0.0,0.0,0.0,0.0,-16.89,30.41,21/11/2022,,,,,
#6CFBE - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#6CFBE,2022-11-20,13:20:40,Uber Eats,Berlin,Completed,Completed,Delivery,46.1,Non Batched,79b1674d-cae6-438c-b06d-fcf150b6cfbe,5d2f52c6-2a0b-5bc4-a13b-817ea457c4a9,False,False,13:20:40,00:00:07,00:17:07,00:01:47,00:07:05,00:01:18,00:27:24,0.0,0.0,0.0,0.0,0.0,-16.46,29.64,21/11/2022,,,,,
#9B656 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#9B656,2022-11-20,13:25:01,Uber Eats,Berlin,Completed,Completed,Delivery,36.6,Non Batched,67c00bef-ce9a-4273-a7ec-845755a9b656,4b4ba1f2-5d7e-5551-9381-5d2f44b018b7,False,False,13:25:01,00:00:08,00:22:00,00:02:13,00:02:47,00:02:48,00:29:55,0.0,0.0,0.0,0.0,0.0,-13.07,23.53,21/11/2022,,,,,
#5A1B2 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#5A1B2,2022-11-20,13:59:02,Uber Eats,Berlin,Completed,Completed,Delivery,51.9,Non Batched,9964e492-a662-4c62-981b-5daf1d65a1b2,cceee7bb-a147-59ec-88a3-5ebc2873eace,False,False,13:59:02,00:00:04,00:16:26,00:00:32,00:12:04,00:01:18,00:30:24,0.0,0.0,0.0,0.0,0.0,-18.53,33.37,21/11/2022,,,,,
#3336B - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#3336B,2022-11-20,14:04:09,Uber Eats,Berlin,Completed,Completed,Delivery,28.9,Non Batched,ca4b10cb-8e33-4128-914e-aad6ec63336b,a9bd9b3d-7b93-5e5d-9310-850b6c7214f9,False,False,14:04:09,00:00:06,00:20:25,00:00:48,00:07:08,00:03:03,00:31:30,0.0,0.0,0.0,0.0,0.0,-10.32,18.58,21/11/2022,,,,,
#79323 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#79323,2022-11-20,14:28:41,Uber Eats,Berlin,Completed,Completed,Delivery,20.2,Non Batched,fc796967-8ab7-4121-91bf-53def2f79323,69754616-5319-5f93-a726-d0001f38a250,False,False,14:28:41,00:00:04,00:09:57,00:02:10,00:13:34,00:00:45,00:26:30,0.0,0.0,0.0,0.0,0.0,-7.21,12.99,21/11/2022,,,,,
#B6DA3 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#B6DA3,2022-11-20,14:32:18,Uber Eats,Berlin,Completed,Completed,Delivery,19.2,Non Batched,c96a9ea4-9f8b-414d-bbbd-62d4299b6da3,56bca518-294a-505a-a0c4-1305977b7bae,False,False,14:32:18,00:00:04,00:25:15,00:01:48,00:14:51,00:02:18,00:44:16,0.0,0.0,0.0,0.0,0.0,-6.85,12.35,21/11/2022,,,,,
#D4836 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#D4836,2022-11-20,14:42:23,Uber Eats,Berlin,Completed,Completed,Delivery,38.2,Non Batched,8da3effb-7f24-4335-aef4-926906ad4836,f2435c9b-0a43-5d8d-8211-bb36d87e0701,False,False,14:42:23,00:00:03,00:20:00,00:02:17,00:07:39,00:02:06,00:32:04,0.0,0.0,0.0,0.0,0.0,-13.64,24.56,21/11/2022,,,,,
#CC75B - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#CC75B,2022-11-20,14:53:06,Uber Eats,Berlin,Completed,Completed,Delivery,17.2,Non Batched,83c27527-c303-4513-990f-b404ae7cc75b,1af4aae4-6797-55f4-b38e-1acc113ba38a,False,False,14:53:06,00:00:15,00:30:32,00:02:17,00:05:52,00:01:31,00:40:27,0.0,0.0,0.0,0.0,0.0,-6.14,11.06,21/11/2022,,,,,
#30483 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#30483,2022-11-20,15:14:26,Uber Eats,Berlin,Completed,Completed,Delivery,23.7,Non Batched,e082d123-7bdd-488a-abd2-d69f49730483,f8257dea-775a-5d80-8faa-700178d4e19a,False,False,15:14:26,00:00:05,00:24:37,00:03:22,00:07:07,00:02:22,00:37:33,0.0,0.0,0.0,0.0,0.0,-8.46,15.24,21/11/2022,,,,,
#BC9A1 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#BC9A1,2022-11-20,15:19:40,Uber Eats,Berlin,Completed,Completed,Delivery,32.0,Non Batched,7db947b1-2bdc-4ef5-a796-bd82f48bc9a1,e9aa1b62-5f03-5ee3-8b32-05ad893a956e,False,False,15:19:40,00:00:07,00:31:38,00:03:00,00:05:29,00:04:10,00:44:24,0.0,0.0,0.0,0.0,0.0,-11.42,20.58,21/11/2022,,,,,
#EB6BF - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#EB6BF,2022-11-20,15:56:34,Uber Eats,Berlin,Completed,Completed,Delivery,32.2,Non Batched,a82a3807-6d1c-467e-a5ba-66e5039eb6bf,284b2ca6-d9b7-5a1d-a0d4-d0d816aef606,False,False,15:56:34,00:00:04,00:29:18,00:00:53,00:07:55,00:01:24,00:39:34,0.0,0.0,0.0,0.0,0.0,-11.5,20.7,21/11/2022,,,,,
#DBAEC - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#DBAEC,2022-11-20,16:10:10,Uber Eats,Berlin,Completed,Completed,Delivery,22.0,Non Batched,a58a1ec0-26f5-4c95-9ef0-a4916b2dbaec,00fdafe4-874c-55d9-b42d-4021daeab285,False,False,16:10:10,00:00:11,00:33:55,00:05:19,00:11:09,00:04:39,00:55:13,0.0,0.0,0.0,0.0,0.0,-7.85,14.15,21/11/2022,,,,,
#FEBD6 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#FEBD6,2022-11-20,16:35:04,Uber Eats,Berlin,Completed,Completed,Delivery,15.8,Non Batched,fc488558-315d-4b85-8f13-7127693febd6,91f4ae56-822b-547a-984a-9805bb68c169,False,False,16:35:04,00:00:08,00:33:58,00:02:03,00:03:10,00:02:01,00:41:19,0.0,0.0,0.0,0.0,0.0,-5.64,10.16,21/11/2022,,,,,
#F5428 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#F5428,2022-11-20,17:11:12,Uber Eats,Berlin,Completed,Completed,Delivery,82.6,Single Merchant,5c33b0de-2562-40e5-ac7a-1dec686f5428,4ec6bdd9-3fdf-57bb-b102-d77b2e63f865,False,False,17:11:12,00:00:05,00:32:19,00:15:47,00:11:55,00:10:07,01:10:13,0.0,0.0,0.0,0.0,0.0,-29.49,53.11,21/11/2022,,,,,
#9D0B6 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#9D0B6,2022-11-20,17:21:19,Uber Eats,Berlin,Completed,Completed,Delivery,47.3,Non Batched,3077bed8-7da7-40b7-bfc5-bad14d69d0b6,4f4a5d04-305d-55e8-a330-85bf8d8aaf14,False,False,17:21:19,00:00:04,00:47:03,00:03:57,00:14:11,00:02:07,01:07:22,0.0,0.0,0.0,0.0,0.0,-16.89,30.41,21/11/2022,,,,,
#BFFA9 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#BFFA9,2022-11-20,17:32:37,Uber Eats,Berlin,Completed,Completed,Delivery,18.8,Single Merchant,a8edf27e-ad6c-481d-a9ff-c6f133abffa9,f5e61ef9-659a-5ce1-9655-0aaf701230b2,False,False,17:32:37,00:00:04,00:00:00,00:00:00,00:27:41,00:03:10,00:57:36,0.0,0.0,0.0,0.0,0.0,-6.71,12.09,21/11/2022,,,,,
#85D11 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#85D11,2022-11-20,17:46:51,Uber Eats,Berlin,Completed,Completed,Delivery,20.8,Non Batched,38512c07-f4be-4522-9439-9329c0285d11,936233dc-6d55-5539-a929-d03c54c58827,False,False,17:46:51,00:00:05,00:53:45,00:00:38,00:08:54,00:03:12,01:06:34,0.0,0.0,0.0,0.0,0.0,-7.43,13.37,21/11/2022,,,,,
#E9352 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#E9352,2022-11-20,17:47:33,Uber Eats,Berlin,Completed,Completed,Delivery,38.7,Non Batched,fe9246e9-5434-4989-b2a8-42d4a42e9352,9503c9cc-a42b-52d3-ad10-f11a2d9240aa,False,False,17:47:33,00:00:05,00:45:22,00:01:32,00:14:05,00:01:49,01:02:52,0.0,0.0,0.0,0.0,0.0,-13.82,24.88,21/11/2022,,,,,
#1F8E6 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#1F8E6,2022-11-20,18:17:00,Uber Eats,Berlin,Completed,Completed,Delivery,19.7,Single Merchant,2d9aca56-69e3-4e89-9d06-7a4368e1f8e6,37348843-980e-5f81-8676-651c413480e0,False,False,18:17:00,00:00:15,00:36:28,00:05:19,00:29:13,00:01:01,01:12:16,0.0,0.0,0.0,0.0,0.0,-7.03,12.67,21/11/2022,,,,,
#7F6BB - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#7F6BB,2022-11-20,18:24:33,Uber Eats,Berlin,Completed,Completed,Delivery,24.0,Single Merchant,9622e7e2-448f-435f-a872-dc7fe237f6bb,015b407b-76ca-5705-aaae-5807491a75f0,False,False,18:24:33,00:00:06,00:00:00,00:00:00,00:09:53,00:01:57,00:46:19,0.0,0.0,0.0,0.0,0.0,-8.57,15.43,21/11/2022,,,,,
#96C2D - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#96C2D,2022-11-20,18:38:30,Uber Eats,Berlin,Completed,Completed,Delivery,23.0,Non Batched,79c8f6bb-5781-4fba-b8be-ae8e55f96c2d,ba6db31e-f3a9-58e7-a2e6-9163e40e4b89,False,False,18:38:30,00:00:05,00:38:50,00:02:35,00:07:01,00:03:13,00:51:43,0.0,0.0,0.0,0.0,0.0,-8.21,14.79,21/11/2022,,,,,
#CEE31 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#CEE31,2022-11-20,18:45:12,Uber Eats,Berlin,Completed,Completed,Delivery,27.4,Non Batched,b3a76e10-6379-44e0-bf81-c95ab46cee31,6cc40e96-7ebb-5fba-aa25-897ae08092b8,False,False,18:45:12,00:00:04,00:37:47,00:02:29,00:05:13,00:03:01,00:48:34,0.0,0.0,0.0,0.0,0.0,-9.78,17.62,21/11/2022,,,,,
#8453F - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#8453F,2022-11-20,19:14:58,Uber Eats,Berlin,Completed,Completed,Delivery,36.1,Single Merchant,ddf2bf10-1b25-419a-8471-408879a8453f,14085ba9-849d-530a-99cf-64ec2909bd71,False,False,19:14:58,00:00:09,00:38:57,00:04:00,00:23:16,00:03:07,01:09:28,0.0,0.0,0.0,0.0,0.0,-12.89,23.21,21/11/2022,,,,,
#4CB8D - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#4CB8D,2022-11-20,19:24:25,Uber Eats,Berlin,Completed,Completed,Delivery,15.9,Single Merchant,101d0328-b15f-4d7d-a946-3a452a64cb8d,05daf023-76fa-5232-b420-bee0a8df6177,False,False,19:24:25,00:00:09,00:00:00,00:00:00,00:06:36,00:03:37,00:43:52,0.0,0.0,0.0,0.0,0.0,-5.68,10.22,21/11/2022,,,,,
#8E42E - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#8E42E,2022-11-20,19:35:22,Uber Eats,Berlin,Completed,Completed,Delivery,37.1,Single Merchant,24cdd6ac-d061-4110-a185-7ac459f8e42e,922cf8e0-4960-53f1-af96-e45578c7619c,False,False,19:35:22,00:00:06,00:31:27,00:13:34,00:10:02,00:06:12,01:01:21,0.0,0.0,0.0,0.0,0.0,-13.24,23.86,21/11/2022,,,,,
#280DB - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#280DB,2022-11-20,19:47:49,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Single Merchant,d1aad827-061c-4596-b185-6490a86280db,f6dc5385-14a7-5eac-82d2-0e048fcf1565,False,False,19:47:49,00:00:05,00:00:00,00:00:00,00:26:26,00:01:25,01:00:31,0.0,0.0,0.0,0.0,0.0,-7.0,12.6,21/11/2022,,,,,
#DDF73 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#DDF73,2022-11-20,20:10:03,Uber Eats,Berlin,Completed,Completed,Delivery,17.7,Single Merchant,ea97917f-0cfe-4ece-935d-5c6a1b3ddf73,82f5a549-87aa-514b-9c1d-5bfa19313520,False,False,20:10:03,00:00:07,00:26:54,00:00:57,00:04:02,00:03:54,00:35:54,0.0,0.0,0.0,0.0,0.0,-6.32,11.38,21/11/2022,,,,,
#6E7F8 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#6E7F8,2022-11-20,20:10:17,Uber Eats,Berlin,Completed,Completed,Delivery,16.6,Single Merchant,94f85e3c-5206-41b6-ac0d-9b8af846e7f8,3f20d0b5-38d5-50cd-b03e-3dfc4c2ced72,False,False,20:10:17,00:00:10,00:00:00,00:00:00,00:14:05,00:04:09,00:45:58,0.0,0.0,0.0,0.0,0.0,-5.93,10.67,21/11/2022,,,,,
#8A611 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#8A611,2022-11-20,20:27:55,Uber Eats,Berlin,Completed,Completed,Delivery,15.4,Non Batched,9bede1f2-adfd-41c9-bebe-5e4019f8a611,4d28c934-3ed2-562e-a531-553042c8a3c4,False,False,20:27:55,00:00:07,00:14:11,00:01:31,00:04:49,00:02:55,00:23:33,0.0,0.0,0.0,0.0,0.0,-5.5,9.9,21/11/2022,,,,,
#7CFD2 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#7CFD2,2022-11-20,20:49:30,Uber Eats,Berlin,Completed,Completed,Delivery,38.6,Non Batched,780dd9f2-9a1b-4f36-abd7-ec064147cfd2,0a64acc7-53ef-5a3a-bf50-48450c4488d5,False,False,20:49:30,00:00:05,00:16:04,00:03:36,00:09:37,00:02:49,00:32:10,0.0,0.0,0.0,0.0,0.0,-13.78,24.82,21/11/2022,,,,,
#DE060 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#DE060,2022-11-20,20:54:13,Uber Eats,Berlin,Completed,Completed,Delivery,18.6,Non Batched,4413e3f0-5d64-40d1-9c37-c903768de060,eac26ed7-54ca-5fbd-9103-46395fee7a78,False,False,20:54:13,00:00:05,00:16:24,00:01:31,00:07:26,00:00:46,00:26:12,0.0,0.0,0.0,0.0,0.0,-6.64,11.96,21/11/2022,,,,,
#D4280 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#D4280,2022-11-20,21:04:02,Uber Eats,Berlin,Completed,Completed,Delivery,18.0,Non Batched,7c69c69e-ca11-4140-b27d-0e05191d4280,cd39d632-1525-5394-aab0-8704a6b7e294,False,False,21:04:02,00:00:07,00:13:37,00:03:40,00:10:24,00:05:15,00:33:02,0.0,0.0,0.0,0.0,0.0,-6.43,11.57,21/11/2022,,,,,
#A257D - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#A257D,2022-11-20,21:05:33,Uber Eats,Berlin,Completed,Completed,Delivery,25.1,Non Batched,a32843f9-0c61-41fe-8375-530046ca257d,e9613c85-5864-5687-a3f6-d2031e13e49e,False,False,21:05:33,00:00:06,00:26:41,00:01:29,00:08:39,00:01:06,00:38:01,0.0,0.0,0.0,0.0,0.0,-8.96,16.14,21/11/2022,,,,,
#55AB7 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#55AB7,2022-11-20,21:09:15,Uber Eats,Berlin,Completed,Completed,Delivery,24.6,Non Batched,23b6600c-4722-4fe8-a280-b1e855b55ab7,f41fecea-52ce-5c9d-bb0a-4d6c904b0e48,False,False,21:09:15,00:00:09,00:24:17,00:01:16,00:09:49,00:02:13,00:37:43,0.0,0.0,0.0,0.0,0.0,-8.78,15.82,21/11/2022,,,,,
#E2A37 - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#E2A37,2022-11-20,21:22:54,Uber Eats,Berlin,Completed,Completed,Delivery,15.4,Non Batched,2603fe4b-b90b-4699-a6c6-f562925e2a37,830b119b-85b6-5d23-a507-6af83d0a73a8,False,False,21:22:54,00:00:04,00:16:26,00:02:08,00:06:49,00:04:55,00:30:22,0.0,0.0,0.0,0.0,0.0,-5.5,9.9,21/11/2022,,,,,
#B33DD - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#B33DD,2022-11-20,21:42:23,Uber Eats,Berlin,Completed,Completed,Delivery,26.4,Single Merchant,63cc61c6-c79d-4925-9664-3edbec6b33dd,765641e6-3298-5046-83dc-3e170a5f2d0b,False,False,21:42:23,00:00:07,00:19:12,00:08:07,00:06:01,00:04:27,00:37:54,0.0,0.0,0.0,0.0,0.0,-9.42,16.98,21/11/2022,,,,,
#3DCEE - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#3DCEE,2022-11-20,21:42:39,Uber Eats,Berlin,Completed,Completed,Delivery,18.5,Non Batched,d14ca026-57a1-45de-a731-4f5860b3dcee,19c484e5-fbb3-53c1-a698-c09ef93f38bc,False,False,21:42:39,00:00:14,00:21:34,00:05:12,00:05:29,00:01:10,00:33:39,0.0,0.0,0.0,0.0,0.0,-6.6,11.9,21/11/2022,,,,,
#4358B - Prenzlauer Berg - 2022-11-20,Prenzlauer Berg,#4358B,2022-11-20,21:52:46,Uber Eats,Berlin,Completed,Completed,Delivery,17.3,Single Merchant,5ef0b716-92ff-4f03-a7e3-51de5ea4358b,34fdb26f-4bd5-59a6-805a-25ccb06f74b7,False,False,21:52:46,00:00:09,00:00:00,00:00:00,00:16:48,00:01:24,00:35:16,0.0,0.0,0.0,0.0,0.0,-6.18,11.12,21/11/2022,,,,,
#04BCD - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#04BCD,2022-11-21,11:15:26,Uber Eats,Berlin,Completed,Completed,Delivery,25.9,Non Batched,0dde8a2c-5de2-48ca-8f61-016c29904bcd,ca51577e-af88-5344-89d6-1f55c997f093,False,False,11:15:26,00:00:08,00:27:32,00:00:29,00:07:56,00:03:24,00:39:28,0.0,0.0,0.0,0.0,0.0,-9.25,16.65,28/11/2022,,,,,
#44AAC - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#44AAC,2022-11-21,11:19:20,Uber Eats,Berlin,Completed,Completed,Delivery,24.7,Non Batched,1285a40b-6ce0-4d19-ac7e-142e05b44aac,d87662fc-4ffb-57b2-bc20-a13759d82e81,False,False,11:19:20,00:00:12,00:19:46,00:01:11,00:09:30,00:01:16,00:31:55,0.0,0.0,0.0,0.0,0.0,-8.82,15.88,28/11/2022,,,,,
#8DBD7 - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#8DBD7,2022-11-21,12:16:39,Uber Eats,Berlin,Completed,Completed,Delivery,25.9,Non Batched,75304342-e44a-42b1-99f9-22a29a88dbd7,cbced707-ef0c-5389-afd3-0bf53707fc91,False,False,12:16:39,00:00:06,00:25:32,00:00:58,00:12:35,00:01:25,00:40:36,0.0,0.0,0.0,0.0,0.0,-9.25,16.65,28/11/2022,,,,,
#6C09E - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#6C09E,2022-11-21,12:49:21,Uber Eats,Berlin,Completed,Completed,Delivery,14.4,Non Batched,58737ada-7f76-43b6-9997-f994a046c09e,cfc6bcc4-71e8-5003-8b4b-58094308a30d,False,False,12:49:21,00:00:05,00:12:21,00:00:22,00:04:51,00:01:37,00:19:16,0.0,0.0,0.0,0.0,0.0,-5.14,9.26,28/11/2022,,,,,
#5A961 - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#5A961,2022-11-21,13:19:25,Uber Eats,Berlin,Completed,Completed,Delivery,15.9,Non Batched,95437ecd-7214-4e41-ad05-699bba55a961,f8325033-1e40-51ac-b2ab-b4d9887515a5,False,False,13:19:25,00:00:05,00:17:27,00:01:29,00:02:40,00:00:52,00:22:33,0.0,0.0,0.0,0.0,0.0,-5.68,10.22,28/11/2022,,,,,
#32C2E - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#32C2E,2022-11-21,14:05:41,Uber Eats,Berlin,Completed,Completed,Delivery,34.0,Non Batched,c4cb6d39-cb4d-419a-9a22-fceb01d32c2e,f023c9e3-f640-5deb-81e3-dd6f21788396,False,False,14:05:41,00:00:05,00:12:51,00:00:37,00:08:55,00:01:55,00:24:22,0.0,0.0,0.0,0.0,0.0,-12.14,21.86,28/11/2022,,,,,
#B146A - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#B146A,2022-11-21,14:29:10,Uber Eats,Berlin,Completed,Completed,Delivery,15.8,Non Batched,c053e981-655b-460c-ba29-94a23deb146a,79fe1e61-d2df-58d0-b164-028b6d8f8756,False,False,14:29:10,00:00:13,00:10:33,00:01:31,00:05:10,00:03:39,00:21:06,0.0,0.0,0.0,0.0,0.0,-5.64,10.16,28/11/2022,,,,,
#9CCE8 - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#9CCE8,2022-11-21,15:02:59,Uber Eats,Berlin,Completed,Completed,Delivery,11.4,Non Batched,44c3e02f-2568-4d54-9bf1-9df66c69cce8,7f2b8b7c-2426-5252-98ab-f36ea56ae4c0,False,False,15:02:59,00:00:08,00:08:23,00:01:42,00:06:07,00:02:19,00:18:39,0.0,0.0,0.0,0.0,0.0,-4.07,7.33,28/11/2022,,,,,
#E3D98 - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#E3D98,2022-11-21,15:36:37,Uber Eats,Berlin,Completed,Completed,Delivery,20.7,Non Batched,497890dc-0308-45e1-a318-a91989be3d98,e447c3a2-747c-5b91-a687-cbdd28834d13,False,False,15:36:37,00:00:04,00:09:39,00:00:50,00:09:15,00:01:52,00:21:40,0.0,0.0,0.0,0.0,0.0,-7.39,13.31,28/11/2022,,,,,
#12426 - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#12426,2022-11-21,17:00:53,Uber Eats,Berlin,Completed,Completed,Delivery,15.8,Non Batched,d3aa39a0-e061-4892-9cfa-63e313112426,aad6690b-6f90-5d4c-989b-5657b9c7b19f,False,False,17:00:53,00:00:05,00:11:27,00:00:42,00:06:18,00:03:13,00:21:45,0.0,0.0,0.0,0.0,0.0,-5.64,10.16,28/11/2022,,,,,
#78380 - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#78380,2022-11-21,18:19:36,Uber Eats,Berlin,Completed,Completed,Delivery,14.4,Non Batched,0d74ca31-2b41-45f3-831f-cf1daf278380,dbcbc4ae-bddd-52b4-8169-6a3e17b4dab7,False,False,18:19:36,00:00:06,00:20:28,00:01:06,00:06:34,00:04:19,00:32:32,0.0,0.0,0.0,0.0,0.0,-5.14,9.26,28/11/2022,,,,,
#12BB4 - Prenzlauer Berg - 2022-11-21,Prenzlauer Berg,#12BB4,2022-11-21,18:24:00,Uber Eats,Berlin,Completed,Completed,Delivery,21.0,Non Batched,0a062fbd-7beb-4630-8026-b89a0c812bb4,ca0b88c4-7d25-557b-b4c2-ea840933d64c,False,False,18:24:00,00:00:07,00:24:13,00:00:51,00:06:04,00:04:03,00:35:18,0.0,0.0,0.0,0.0,0.0,-7.5,13.5,28/11/2022,,,,,
