PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,OrderStatus,DeliveryType,GrossAOV,OrderDuration,RatingScore
#017 - Prenzlauer Berg - 2023-02-04,Prenzlauer Berg,#017,2023-02-04,19:48:00,Wolt,Delivered,Delivery,24.1,,
#237 - Friedrichshain - 2023-02-04,Friedrichshain,#237,2023-02-04,20:48:00,Wolt,Delivered,Delivery,20.2,,
#018 - Prenzlauer Berg - 2023-02-04,Prenzlauer Berg,#018,2023-02-04,21:13:00,Wolt,Delivered,Delivery,14.9,,
#019 - Prenzlauer Berg - 2023-02-04,Prenzlauer Berg,#019,2023-02-04,21:19:00,Wolt,Delivered,Delivery,21.3,,
#238 - Friedrichshain - 2023-02-04,Friedrichshain,#238,2023-02-04,21:26:00,Wolt,Delivered,Delivery,14.8,,
#020 - Prenzlauer Berg - 2023-02-04,Prenzlauer Berg,#020,2023-02-04,21:34:00,Wolt,Delivered,Delivery,14.4,,
#239 - Friedrichshain - 2023-02-04,Friedrichshain,#239,2023-02-04,21:46:00,Wolt,Delivered,Delivery,11.4,,
#240 - Friedrichshain - 2023-02-04,Friedrichshain,#240,2023-02-04,22:06:00,Wolt,Delivered,Delivery,13.4,,
#241 - Friedrichshain - 2023-02-04,Friedrichshain,#241,2023-02-04,22:32:00,Wolt,Delivered,Delivery,29.6,,
#242 - Friedrichshain - 2023-02-04,Friedrichshain,#242,2023-02-04,22:38:00,Wolt,Delivered,Delivery,13.7,,
#243 - Friedrichshain - 2023-02-04,Friedrichshain,#243,2023-02-04,22:46:00,Wolt,Delivered,Delivery,13.3,,
#244 - Friedrichshain - 2023-02-04,Friedrichshain,#244,2023-02-04,23:06:00,Wolt,Delivered,Delivery,15.4,,
#248 - Friedrichshain - 2023-02-05,Friedrichshain,#248,2023-02-05,11:05:00,Wolt,Delivered,Delivery,22.1,,
#021 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#021,2023-02-05,11:17:00,Wolt,Delivered,Delivery,15.9,,
#835 - Mitte - 2023-02-05,Mitte,#835,2023-02-05,11:20:00,Wolt,Delivered,Delivery,25.7,,
#022 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#022,2023-02-05,11:29:00,Wolt,Delivered,Delivery,31.7,,
#249 - Friedrichshain - 2023-02-05,Friedrichshain,#249,2023-02-05,11:31:00,Wolt,Delivered,Delivery,47.8,,
#250 - Friedrichshain - 2023-02-05,Friedrichshain,#250,2023-02-05,11:34:00,Wolt,Delivered,Delivery,23.5,,
#251 - Friedrichshain - 2023-02-05,Friedrichshain,#251,2023-02-05,11:36:00,Wolt,Delivered,Delivery,25.5,,3.0
#836 - Mitte - 2023-02-05,Mitte,#836,2023-02-05,12:28:00,Wolt,Delivered,Delivery,23.2,,
#023 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#023,2023-02-05,12:35:00,Wolt,Delivered,Delivery,16.3,,
#024 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#024,2023-02-05,12:37:00,Wolt,Delivered,Delivery,14.4,,
#837 - Mitte - 2023-02-05,Mitte,#837,2023-02-05,12:53:00,Wolt,Delivered,Delivery,16.3,,
#252 - Friedrichshain - 2023-02-05,Friedrichshain,#252,2023-02-05,13:15:00,Wolt,Delivered,Delivery,16.3,,
#838 - Mitte - 2023-02-05,Mitte,#838,2023-02-05,13:24:00,Wolt,Delivered,Delivery,14.3,,
#025 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#025,2023-02-05,13:27:00,Wolt,Delivered,Delivery,16.3,,
#839 - Mitte - 2023-02-05,Mitte,#839,2023-02-05,13:31:00,Wolt,Delivered,Delivery,19.4,,
#253 - Friedrichshain - 2023-02-05,Friedrichshain,#253,2023-02-05,13:35:00,Wolt,Delivered,Delivery,13.7,,5.0
#840 - Mitte - 2023-02-05,Mitte,#840,2023-02-05,13:35:00,Wolt,Delivered,Delivery,20.8,,
#254 - Friedrichshain - 2023-02-05,Friedrichshain,#254,2023-02-05,13:50:00,Wolt,Delivered,Delivery,19.4,,
#255 - Friedrichshain - 2023-02-05,Friedrichshain,#255,2023-02-05,14:17:00,Wolt,Delivered,Delivery,19.3,,
#026 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#026,2023-02-05,14:31:00,Wolt,Delivered,Delivery,14.4,,
#027 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#027,2023-02-05,14:46:00,Wolt,Delivered,Delivery,24.7,,
#028 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#028,2023-02-05,14:52:00,Wolt,Delivered,Delivery,25.7,,3.0
#256 - Friedrichshain - 2023-02-05,Friedrichshain,#256,2023-02-05,15:00:00,Wolt,Delivered,Delivery,23.2,,
#257 - Friedrichshain - 2023-02-05,Friedrichshain,#257,2023-02-05,15:03:00,Wolt,Delivered,Delivery,18.7,,
#258 - Friedrichshain - 2023-02-05,Friedrichshain,#258,2023-02-05,15:10:00,Wolt,Delivered,Delivery,35.9,,
#259 - Friedrichshain - 2023-02-05,Friedrichshain,#259,2023-02-05,15:11:00,Wolt,Delivered,Delivery,40.6,,
#260 - Friedrichshain - 2023-02-05,Friedrichshain,#260,2023-02-05,15:24:00,Wolt,Delivered,Delivery,20.2,,4.0
#031 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#031,2023-02-05,15:31:00,Wolt,Delivered,Delivery,10.3,,
#032 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#032,2023-02-05,15:34:00,Wolt,Delivered,Delivery,11.5,,4.0
#261 - Friedrichshain - 2023-02-05,Friedrichshain,#261,2023-02-05,15:37:00,Wolt,Delivered,Delivery,11.8,,
#841 - Mitte - 2023-02-05,Mitte,#841,2023-02-05,15:43:00,Wolt,Delivered,Delivery,25.5,,
#033 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#033,2023-02-05,15:43:00,Wolt,Delivered,Delivery,15.3,,3.0
#842 - Mitte - 2023-02-05,Mitte,#842,2023-02-05,15:44:00,Wolt,Delivered,Delivery,14.8,,
#034 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#034,2023-02-05,15:49:00,Wolt,Delivered,Delivery,24.4,,
#262 - Friedrichshain - 2023-02-05,Friedrichshain,#262,2023-02-05,16:19:00,Wolt,Delivered,Delivery,14.6,,
#263 - Friedrichshain - 2023-02-05,Friedrichshain,#263,2023-02-05,16:25:00,Wolt,Delivered,Delivery,13.3,,
#035 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#035,2023-02-05,16:39:00,Wolt,Delivered,Delivery,30.7,,
#264 - Friedrichshain - 2023-02-05,Friedrichshain,#264,2023-02-05,16:40:00,Wolt,Delivered,Delivery,16.8,,2.0
#265 - Friedrichshain - 2023-02-05,Friedrichshain,#265,2023-02-05,16:57:00,Wolt,Delivered,Delivery,33.9,,5.0
#266 - Friedrichshain - 2023-02-05,Friedrichshain,#266,2023-02-05,17:03:00,Wolt,Delivered,Delivery,17.7,,
#036 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#036,2023-02-05,17:19:00,Wolt,Delivered,Delivery,17.3,,
#037 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#037,2023-02-05,17:22:00,Wolt,Delivered,Delivery,18.3,,5.0
#267 - Friedrichshain - 2023-02-05,Friedrichshain,#267,2023-02-05,17:25:00,Wolt,Delivered,Delivery,26.5,,
#843 - Mitte - 2023-02-05,Mitte,#843,2023-02-05,17:27:00,Wolt,Delivered,Delivery,45.6,,
#038 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#038,2023-02-05,17:36:00,Wolt,Delivered,Delivery,10.9,,
#039 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#039,2023-02-05,17:42:00,Wolt,Delivered,Delivery,14.4,,
#268 - Friedrichshain - 2023-02-05,Friedrichshain,#268,2023-02-05,17:45:00,Wolt,Delivered,Delivery,21.1,,
#269 - Friedrichshain - 2023-02-05,Friedrichshain,#269,2023-02-05,17:47:00,Wolt,Delivered,Delivery,26.2,,
#844 - Mitte - 2023-02-05,Mitte,#844,2023-02-05,17:47:00,Wolt,Delivered,Delivery,26.3,,
#845 - Mitte - 2023-02-05,Mitte,#845,2023-02-05,17:54:00,Wolt,Delivered,Delivery,15.8,,3.0
#270 - Friedrichshain - 2023-02-05,Friedrichshain,#270,2023-02-05,18:01:00,Wolt,Delivered,Delivery,23.1,,1.0
#040 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#040,2023-02-05,18:02:00,Wolt,Delivered,Delivery,22.1,,
#271 - Friedrichshain - 2023-02-05,Friedrichshain,#271,2023-02-05,18:05:00,Wolt,Delivered,Delivery,20.2,,1.0
#272 - Friedrichshain - 2023-02-05,Friedrichshain,#272,2023-02-05,18:12:00,Wolt,Delivered,Delivery,18.3,,
#273 - Friedrichshain - 2023-02-05,Friedrichshain,#273,2023-02-05,18:13:00,Wolt,Delivered,Delivery,28.6,,
#846 - Mitte - 2023-02-05,Mitte,#846,2023-02-05,18:23:00,Wolt,Delivered,Delivery,13.7,,
#275 - Friedrichshain - 2023-02-05,Friedrichshain,#275,2023-02-05,18:24:00,Wolt,Delivered,Delivery,14.8,,
#276 - Friedrichshain - 2023-02-05,Friedrichshain,#276,2023-02-05,18:32:00,Wolt,Delivered,Delivery,26.7,,
#847 - Mitte - 2023-02-05,Mitte,#847,2023-02-05,18:34:00,Wolt,Delivered,Delivery,11.4,,
#277 - Friedrichshain - 2023-02-05,Friedrichshain,#277,2023-02-05,18:41:00,Wolt,Delivered,Delivery,41.0,,
#278 - Friedrichshain - 2023-02-05,Friedrichshain,#278,2023-02-05,18:43:00,Wolt,Delivered,Delivery,19.7,,
#041 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#041,2023-02-05,18:54:00,Wolt,Delivered,Delivery,16.3,,
#045 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#045,2023-02-05,19:06:00,Wolt,Delivered,Delivery,16.3,,
#046 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#046,2023-02-05,19:07:00,Wolt,Delivered,Delivery,16.3,,
#047 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#047,2023-02-05,19:13:00,Wolt,Delivered,Delivery,19.8,,
#048 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#048,2023-02-05,19:27:00,Wolt,Delivered,Delivery,22.8,,1.0
#279 - Friedrichshain - 2023-02-05,Friedrichshain,#279,2023-02-05,19:28:00,Wolt,Delivered,Delivery,13.2,,
#280 - Friedrichshain - 2023-02-05,Friedrichshain,#280,2023-02-05,19:29:00,Wolt,Delivered,Delivery,17.2,,
#848 - Mitte - 2023-02-05,Mitte,#848,2023-02-05,19:30:00,Wolt,Delivered,Delivery,15.2,,
#049 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#049,2023-02-05,19:36:00,Wolt,Delivered,Delivery,20.3,,
#281 - Friedrichshain - 2023-02-05,Friedrichshain,#281,2023-02-05,19:37:00,Wolt,Delivered,Delivery,18.6,,5.0
#849 - Mitte - 2023-02-05,Mitte,#849,2023-02-05,19:45:00,Wolt,Delivered,Delivery,46.9,,3.0
#283 - Friedrichshain - 2023-02-05,Friedrichshain,#283,2023-02-05,19:47:00,Wolt,Delivered,Delivery,16.7,,
#282 - Friedrichshain - 2023-02-05,Friedrichshain,#282,2023-02-05,19:47:00,Wolt,Delivered,Delivery,10.9,,
#284 - Friedrichshain - 2023-02-05,Friedrichshain,#284,2023-02-05,19:48:00,Wolt,Delivered,Delivery,10.8,,
#050 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#050,2023-02-05,19:52:00,Wolt,Delivered,Delivery,13.7,,
#286 - Friedrichshain - 2023-02-05,Friedrichshain,#286,2023-02-05,19:55:00,Wolt,Delivered,Delivery,13.4,,
#285 - Friedrichshain - 2023-02-05,Friedrichshain,#285,2023-02-05,19:55:00,Wolt,Delivered,Delivery,12.8,,
#051 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#051,2023-02-05,20:06:00,Wolt,Delivered,Delivery,27.1,,
#052 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#052,2023-02-05,20:08:00,Wolt,Delivered,Delivery,11.8,,
#053 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#053,2023-02-05,20:09:00,Wolt,Delivered,Delivery,23.7,,
#054 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#054,2023-02-05,20:20:00,Wolt,Delivered,Delivery,14.8,,
#055 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#055,2023-02-05,20:46:00,Wolt,Delivered,Delivery,23.8,,
#056 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#056,2023-02-05,20:55:00,Wolt,Delivered,Delivery,17.8,,
#057 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#057,2023-02-05,20:58:00,Wolt,Delivered,Delivery,33.8,,
#287 - Friedrichshain - 2023-02-05,Friedrichshain,#287,2023-02-05,20:59:00,Wolt,Delivered,Delivery,17.5,,
#058 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#058,2023-02-05,20:59:00,Wolt,Delivered,Delivery,23.0,,
#288 - Friedrichshain - 2023-02-05,Friedrichshain,#288,2023-02-05,21:06:00,Wolt,Delivered,Delivery,23.2,,4.0
#289 - Friedrichshain - 2023-02-05,Friedrichshain,#289,2023-02-05,21:10:00,Wolt,Delivered,Delivery,10.9,,
#290 - Friedrichshain - 2023-02-05,Friedrichshain,#290,2023-02-05,21:11:00,Wolt,Delivered,Delivery,14.3,,
#059 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#059,2023-02-05,21:20:00,Wolt,Delivered,Delivery,14.8,,
#060 - Prenzlauer Berg - 2023-02-05,Prenzlauer Berg,#060,2023-02-05,21:39:00,Wolt,Delivered,Delivery,12.8,,
#291 - Friedrichshain - 2023-02-05,Friedrichshain,#291,2023-02-05,21:45:00,Wolt,Delivered,Delivery,20.1,,
#292 - Friedrichshain - 2023-02-05,Friedrichshain,#292,2023-02-05,22:09:00,Wolt,Delivered,Delivery,15.6,,
#293 - Friedrichshain - 2023-02-05,Friedrichshain,#293,2023-02-05,23:03:00,Wolt,Delivered,Delivery,11.8,,
#294 - Friedrichshain - 2023-02-06,Friedrichshain,#294,2023-02-06,11:02:00,Wolt,Delivered,Delivery,19.7,,5.0
#295 - Friedrichshain - 2023-02-06,Friedrichshain,#295,2023-02-06,11:06:00,Wolt,Delivered,Delivery,18.6,,
#061 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#061,2023-02-06,11:26:00,Wolt,Delivered,Delivery,18.8,,5.0
#296 - Friedrichshain - 2023-02-06,Friedrichshain,#296,2023-02-06,11:34:00,Wolt,Delivered,Delivery,24.2,,
#297 - Friedrichshain - 2023-02-06,Friedrichshain,#297,2023-02-06,12:09:00,Wolt,Delivered,Delivery,10.6,,
#062 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#062,2023-02-06,12:20:00,Wolt,Delivered,Delivery,17.8,,
#063 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#063,2023-02-06,12:24:00,Wolt,Delivered,Delivery,14.4,,
#298 - Friedrichshain - 2023-02-06,Friedrichshain,#298,2023-02-06,12:31:00,Wolt,Delivered,Delivery,15.4,,
#299 - Friedrichshain - 2023-02-06,Friedrichshain,#299,2023-02-06,12:48:00,Wolt,Delivered,Delivery,23.2,,
#064 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#064,2023-02-06,12:50:00,Wolt,Delivered,Delivery,15.8,,
#300 - Friedrichshain - 2023-02-06,Friedrichshain,#300,2023-02-06,14:01:00,Wolt,Delivered,Delivery,11.8,,
#850 - Mitte - 2023-02-06,Mitte,#850,2023-02-06,14:10:00,Wolt,Delivered,Delivery,18.8,,
#065 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#065,2023-02-06,14:34:00,Wolt,Delivered,Delivery,14.4,,
#301 - Friedrichshain - 2023-02-06,Friedrichshain,#301,2023-02-06,15:28:00,Wolt,Delivered,Delivery,11.8,,
#302 - Friedrichshain - 2023-02-06,Friedrichshain,#302,2023-02-06,15:53:00,Wolt,Delivered,Delivery,18.9,,2.0
#303 - Friedrichshain - 2023-02-06,Friedrichshain,#303,2023-02-06,15:57:00,Wolt,Delivered,Delivery,38.0,,
#304 - Friedrichshain - 2023-02-06,Friedrichshain,#304,2023-02-06,16:08:00,Wolt,Delivered,Delivery,12.8,,
#305 - Friedrichshain - 2023-02-06,Friedrichshain,#305,2023-02-06,16:18:00,Wolt,Delivered,Delivery,23.7,,
#066 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#066,2023-02-06,16:18:00,Wolt,Delivered,Delivery,15.9,,
#306 - Friedrichshain - 2023-02-06,Friedrichshain,#306,2023-02-06,17:05:00,Wolt,Delivered,Delivery,15.8,,
#307 - Friedrichshain - 2023-02-06,Friedrichshain,#307,2023-02-06,17:38:00,Wolt,Delivered,Delivery,13.3,,
#308 - Friedrichshain - 2023-02-06,Friedrichshain,#308,2023-02-06,18:11:00,Wolt,Delivered,Delivery,27.6,,
#309 - Friedrichshain - 2023-02-06,Friedrichshain,#309,2023-02-06,18:31:00,Wolt,Delivered,Delivery,25.8,,
#310 - Friedrichshain - 2023-02-06,Friedrichshain,#310,2023-02-06,18:43:00,Wolt,Delivered,Delivery,26.1,,
#311 - Friedrichshain - 2023-02-06,Friedrichshain,#311,2023-02-06,18:51:00,Wolt,Delivered,Delivery,18.2,,
#851 - Mitte - 2023-02-06,Mitte,#851,2023-02-06,19:02:00,Wolt,Delivered,Delivery,20.7,,
#312 - Friedrichshain - 2023-02-06,Friedrichshain,#312,2023-02-06,19:07:00,Wolt,Delivered,Delivery,16.3,,
#067 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#067,2023-02-06,19:22:00,Wolt,Delivered,Delivery,39.5,,
#068 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#068,2023-02-06,19:29:00,Wolt,Delivered,Delivery,11.7,,
#313 - Friedrichshain - 2023-02-06,Friedrichshain,#313,2023-02-06,19:36:00,Wolt,Delivered,Delivery,12.8,,
#314 - Friedrichshain - 2023-02-06,Friedrichshain,#314,2023-02-06,19:40:00,Wolt,Delivered,Delivery,14.4,,
#315 - Friedrichshain - 2023-02-06,Friedrichshain,#315,2023-02-06,19:48:00,Wolt,Delivered,Delivery,16.3,,
#852 - Mitte - 2023-02-06,Mitte,#852,2023-02-06,19:51:00,Wolt,Delivered,Delivery,18.8,,
#316 - Friedrichshain - 2023-02-06,Friedrichshain,#316,2023-02-06,19:54:00,Wolt,Delivered,Delivery,47.8,,4.0
#853 - Mitte - 2023-02-06,Mitte,#853,2023-02-06,19:56:00,Wolt,Delivered,Delivery,19.3,,
#317 - Friedrichshain - 2023-02-06,Friedrichshain,#317,2023-02-06,20:02:00,Wolt,Delivered,Delivery,13.4,,
#069 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#069,2023-02-06,20:03:00,Wolt,Delivered,Delivery,19.8,,
#318 - Friedrichshain - 2023-02-06,Friedrichshain,#318,2023-02-06,20:08:00,Wolt,Delivered,Delivery,36.2,,
#319 - Friedrichshain - 2023-02-06,Friedrichshain,#319,2023-02-06,20:26:00,Wolt,Delivered,Delivery,16.7,,
#320 - Friedrichshain - 2023-02-06,Friedrichshain,#320,2023-02-06,20:35:00,Wolt,Delivered,Delivery,19.8,,
#321 - Friedrichshain - 2023-02-06,Friedrichshain,#321,2023-02-06,20:36:00,Wolt,Delivered,Delivery,10.9,,
#070 - Prenzlauer Berg - 2023-02-06,Prenzlauer Berg,#070,2023-02-06,20:40:00,Wolt,Delivered,Delivery,34.6,,5.0
#322 - Friedrichshain - 2023-02-06,Friedrichshain,#322,2023-02-06,21:12:00,Wolt,Delivered,Delivery,32.7,,
#323 - Friedrichshain - 2023-02-07,Friedrichshain,#323,2023-02-07,11:04:00,Wolt,Delivered,Delivery,20.7,,
#854 - Mitte - 2023-02-07,Mitte,#854,2023-02-07,11:24:00,Wolt,Delivered,Delivery,21.8,,
#071 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#071,2023-02-07,11:56:00,Wolt,Delivered,Delivery,17.7,,
#324 - Friedrichshain - 2023-02-07,Friedrichshain,#324,2023-02-07,12:21:00,Wolt,Delivered,Delivery,25.7,,4.0
#325 - Friedrichshain - 2023-02-07,Friedrichshain,#325,2023-02-07,12:31:00,Wolt,Delivered,Delivery,16.3,,
#855 - Mitte - 2023-02-07,Mitte,#855,2023-02-07,12:48:00,Wolt,Delivered,Delivery,15.8,,5.0
#072 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#072,2023-02-07,12:48:00,Wolt,Delivered,Delivery,21.3,,
#856 - Mitte - 2023-02-07,Mitte,#856,2023-02-07,12:49:00,Wolt,Delivered,Delivery,11.4,,
#073 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#073,2023-02-07,13:30:00,Wolt,Delivered,Delivery,21.7,,
#857 - Mitte - 2023-02-07,Mitte,#857,2023-02-07,13:46:00,Wolt,Delivered,Delivery,19.7,,
#858 - Mitte - 2023-02-07,Mitte,#858,2023-02-07,14:05:00,Wolt,Delivered,Delivery,10.9,,
#326 - Friedrichshain - 2023-02-07,Friedrichshain,#326,2023-02-07,14:12:00,Wolt,Delivered,Delivery,14.4,,5.0
#859 - Mitte - 2023-02-07,Mitte,#859,2023-02-07,14:21:00,Wolt,Delivered,Delivery,16.3,,
#860 - Mitte - 2023-02-07,Mitte,#860,2023-02-07,14:31:00,Wolt,Delivered,Delivery,18.2,,
#074 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#074,2023-02-07,15:04:00,Wolt,Delivered,Delivery,14.4,,
#861 - Mitte - 2023-02-07,Mitte,#861,2023-02-07,15:28:00,Wolt,Delivered,Delivery,15.8,,
#862 - Mitte - 2023-02-07,Mitte,#862,2023-02-07,16:24:00,Wolt,Delivered,Delivery,12.1,,
#863 - Mitte - 2023-02-07,Mitte,#863,2023-02-07,16:40:00,Wolt,Delivered,Delivery,45.2,,
#327 - Friedrichshain - 2023-02-07,Friedrichshain,#327,2023-02-07,16:55:00,Wolt,Delivered,Delivery,23.6,,
#328 - Friedrichshain - 2023-02-07,Friedrichshain,#328,2023-02-07,17:40:00,Wolt,Delivered,Delivery,23.1,,
#329 - Friedrichshain - 2023-02-07,Friedrichshain,#329,2023-02-07,17:44:00,Wolt,Delivered,Delivery,21.7,,
#330 - Friedrichshain - 2023-02-07,Friedrichshain,#330,2023-02-07,17:51:00,Wolt,Delivered,Delivery,23.6,,
#331 - Friedrichshain - 2023-02-07,Friedrichshain,#331,2023-02-07,18:22:00,Wolt,Delivered,Delivery,24.1,,
#865 - Mitte - 2023-02-07,Mitte,#865,2023-02-07,18:25:00,Wolt,Delivered,Delivery,34.1,,
#864 - Mitte - 2023-02-07,Mitte,#864,2023-02-07,18:25:00,Wolt,Delivered,Delivery,22.0,,
#866 - Mitte - 2023-02-07,Mitte,#866,2023-02-07,18:31:00,Wolt,Delivered,Delivery,33.1,,
#867 - Mitte - 2023-02-07,Mitte,#867,2023-02-07,18:43:00,Wolt,Delivered,Delivery,49.2,,
#868 - Mitte - 2023-02-07,Mitte,#868,2023-02-07,19:32:00,Wolt,Delivered,Delivery,12.8,,1.0
#332 - Friedrichshain - 2023-02-07,Friedrichshain,#332,2023-02-07,19:36:00,Wolt,Delivered,Delivery,16.2,,
#333 - Friedrichshain - 2023-02-07,Friedrichshain,#333,2023-02-07,19:39:00,Wolt,Delivered,Delivery,21.2,,
#869 - Mitte - 2023-02-07,Mitte,#869,2023-02-07,19:40:00,Wolt,Delivered,Delivery,25.6,,1.0
#075 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#075,2023-02-07,19:42:00,Wolt,Delivered,Delivery,46.5,,
#076 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#076,2023-02-07,19:50:00,Wolt,Delivered,Delivery,16.3,,
#077 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#077,2023-02-07,19:59:00,Wolt,Delivered,Delivery,17.9,,
#335 - Friedrichshain - 2023-02-07,Friedrichshain,#335,2023-02-07,20:25:00,Wolt,Delivered,Delivery,20.1,,
#078 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#078,2023-02-07,20:33:00,Wolt,Delivered,Delivery,13.4,,
#336 - Friedrichshain - 2023-02-07,Friedrichshain,#336,2023-02-07,20:48:00,Wolt,Delivered,Delivery,10.8,,
#079 - Prenzlauer Berg - 2023-02-07,Prenzlauer Berg,#079,2023-02-07,20:48:00,Wolt,Delivered,Delivery,15.4,,
#337 - Friedrichshain - 2023-02-07,Friedrichshain,#337,2023-02-07,21:35:00,Wolt,Delivered,Delivery,11.4,,
#080 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#080,2023-02-08,11:32:00,Wolt,Delivered,Delivery,21.8,,
#081 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#081,2023-02-08,12:22:00,Wolt,Delivered,Delivery,18.8,,
#338 - Friedrichshain - 2023-02-08,Friedrichshain,#338,2023-02-08,12:25:00,Wolt,Delivered,Delivery,17.7,,
#339 - Friedrichshain - 2023-02-08,Friedrichshain,#339,2023-02-08,12:30:00,Wolt,Delivered,Delivery,14.4,,
#870 - Mitte - 2023-02-08,Mitte,#870,2023-02-08,13:21:00,Wolt,Delivered,Delivery,15.3,,
#871 - Mitte - 2023-02-08,Mitte,#871,2023-02-08,13:58:00,Wolt,Delivered,Delivery,16.3,,5.0
#340 - Friedrichshain - 2023-02-08,Friedrichshain,#340,2023-02-08,14:16:00,Wolt,Delivered,Delivery,22.3,,3.0
#082 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#082,2023-02-08,14:22:00,Wolt,Delivered,Delivery,25.6,,
#083 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#083,2023-02-08,14:24:00,Wolt,Delivered,Delivery,10.9,,
#084 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#084,2023-02-08,15:00:00,Wolt,Delivered,Delivery,17.2,,
#341 - Friedrichshain - 2023-02-08,Friedrichshain,#341,2023-02-08,15:10:00,Wolt,Delivered,Delivery,13.5,,5.0
#085 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#085,2023-02-08,15:52:00,Wolt,Delivered,Delivery,14.4,,
#343 - Friedrichshain - 2023-02-08,Friedrichshain,#343,2023-02-08,16:38:00,Wolt,Delivered,Delivery,58.0,,4.0
#344 - Friedrichshain - 2023-02-08,Friedrichshain,#344,2023-02-08,16:46:00,Wolt,Delivered,Delivery,19.3,,
#872 - Mitte - 2023-02-08,Mitte,#872,2023-02-08,16:54:00,Wolt,Delivered,Delivery,35.6,,
#086 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#086,2023-02-08,16:55:00,Wolt,Delivered,Delivery,16.3,,
#087 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#087,2023-02-08,17:56:00,Wolt,Delivered,Delivery,19.8,,
#088 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#088,2023-02-08,17:58:00,Wolt,Delivered,Delivery,49.1,,
#089 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#089,2023-02-08,18:09:00,Wolt,Delivered,Delivery,10.9,,
#090 - Prenzlauer Berg - 2023-02-08,Prenzlauer Berg,#090,2023-02-08,18:56:00,Wolt,Delivered,Delivery,11.4,,
#345 - Friedrichshain - 2023-02-08,Friedrichshain,#345,2023-02-08,19:02:00,Wolt,Delivered,Delivery,14.4,,
