Location,OrderID,OrderUUID,OrderDate,RatingType,RatingScore,PrimaryKey
Schillerkiez,#ABE74,24e734e8-c0d4-5d27-b44b-d485656182a3,2023-06-26,Consumer To Merchant,5,#ABE74 - Schillerkiez - 2023-06-26
Charlottenburg,#40C3E,6d74e71e-5fbd-5bc1-af2d-17a8904d87b9,2023-06-30,Consumer To Merchant,5,#40C3E - Charlottenburg - 2023-06-30
Kreuzberg,#06A68,88307c7b-0850-5c16-bb73-05e4bffa05ad,2023-06-12,Consumer To Merchant,5,#06A68 - Kreuzberg - 2023-06-12
Prenzlauer Berg,#ED67B,944e6c76-e92b-51ad-9c4b-cb3c4ee3f761,2023-06-25,Consumer To Merchant,5,#ED67B - Prenzlauer Berg - 2023-06-25
Prenzlauer Berg,#8842D,564aee5c-a798-59de-a46e-b97a73f6e8b5,2023-06-24,Consumer To Merchant,1,#8842D - Prenzlauer Berg - 2023-06-24
Leipzig Mitte,#6EDA3,ccce746d-150f-52c5-9987-0feebd7e6cc2,2023-06-18,Consumer To Merchant,4,#6EDA3 - Leipzig Mitte - 2023-06-18
Prenzlauer Berg,#4DD1E,7a2e3287-1a2e-51f9-b317-6358705695f1,2023-06-25,Consumer To Merchant,5,#4DD1E - Prenzlauer Berg - 2023-06-25
DTM Westend,#34436,6c104368-72c5-50df-92cb-63ca64e6cfd3,2023-06-25,Consumer To Merchant,5,#34436 - DTM Westend - 2023-06-25
Schillerkiez,#6FF63,355c51c6-328a-5458-9386-9c070f862090,2023-06-11,Consumer To Merchant,3,#6FF63 - Schillerkiez - 2023-06-11
Nollendorfkiez,#C252A,2cee5f18-92ea-5578-9480-935ead7b8427,2023-06-15,Consumer To Merchant,5,#C252A - Nollendorfkiez - 2023-06-15
Prenzlauer Berg,#DD4B8,14f73ed1-1677-5062-980c-2ce84a4548f0,2023-06-15,Consumer To Merchant,5,#DD4B8 - Prenzlauer Berg - 2023-06-15
Prenzlauer Berg,#AC5EF,4a50bb67-4bff-5cd8-8b26-9afad5c92eb4,2023-06-13,Consumer To Merchant,5,#AC5EF - Prenzlauer Berg - 2023-06-13
Leipzig Mitte,#2BDB0,0ce66647-2a90-5fd3-9790-42efb15dd4c4,2023-06-08,Consumer To Merchant,5,#2BDB0 - Leipzig Mitte - 2023-06-08
Kreuzberg,#05B52,4321d542-9e32-55a2-94a6-de89f55d2f01,2023-06-20,Consumer To Merchant,5,#05B52 - Kreuzberg - 2023-06-20
Schillerkiez,#160B2,e5d94436-fd6b-5ec7-b226-81433a8e4d89,2023-06-15,Consumer To Merchant,5,#160B2 - Schillerkiez - 2023-06-15
Prenzlauer Berg,#4AE4A,f9c06a51-1dbb-5838-9058-69764dbaf4f8,2023-06-23,Consumer To Merchant,2,#4AE4A - Prenzlauer Berg - 2023-06-23
Schillerkiez,#17D84,eee4ef26-8c1b-5ad5-b56f-815989e9b976,2023-06-16,Consumer To Merchant,5,#17D84 - Schillerkiez - 2023-06-16
Prenzlauer Berg,#F5CD8,df0e78e4-19b4-5d9c-b868-936a50e27dbd,2023-06-24,Consumer To Merchant,1,#F5CD8 - Prenzlauer Berg - 2023-06-24
Prenzlauer Berg,#EFF5E,4a9e6194-c4bf-51c7-8f8d-848feaf38801,2023-06-12,Consumer To Merchant,5,#EFF5E - Prenzlauer Berg - 2023-06-12
Prenzlauer Berg,#54512,8297ae50-b351-58a7-bf8a-37457e8382da,2023-06-22,Consumer To Merchant,5,#54512 - Prenzlauer Berg - 2023-06-22
Samariterkiez,#FC63D,52954052-d5c4-5940-92e1-8b95d8615aa7,2023-06-25,Consumer To Merchant,5,#FC63D - Samariterkiez - 2023-06-25
Charlottenburg,#8E40F,c88694b8-1716-527a-8389-0167b67723b3,2023-06-25,Consumer To Merchant,1,#8E40F - Charlottenburg - 2023-06-25
Leipzig Mitte,#0684D,733a91f3-8ea4-54c0-82c2-dba2ac4fdc9a,2023-06-25,Consumer To Merchant,5,#0684D - Leipzig Mitte - 2023-06-25
Samariterkiez,#8AA8E,d6183349-a805-5073-95e0-ec9c399c3967,2023-06-25,Consumer To Merchant,5,#8AA8E - Samariterkiez - 2023-06-25
Prenzlauer Berg,#38109,180b695a-a63d-5ef8-9e9f-c5e9bc56a50f,2023-06-18,Consumer To Merchant,5,#38109 - Prenzlauer Berg - 2023-06-18
Samariterkiez,#B8165,5c33eac8-e798-5192-af1b-38d43f808bd7,2023-06-16,Consumer To Merchant,5,#B8165 - Samariterkiez - 2023-06-16
Leipzig Mitte,#34F90,d0227d22-f3f5-5244-9773-f0412107fc69,2023-06-25,Consumer To Merchant,5,#34F90 - Leipzig Mitte - 2023-06-25
Leipzig Mitte,#DC866,d57a9bc1-466b-5ffe-bb12-021badc63553,2023-06-25,Consumer To Merchant,4,#DC866 - Leipzig Mitte - 2023-06-25
Prenzlauer Berg,#D90AA,77b87e37-11ef-58fe-a1a1-621fb3b0f7d2,2023-06-26,Consumer To Merchant,3,#D90AA - Prenzlauer Berg - 2023-06-26
Mitte,#2480F,05d3f601-0715-57e9-9117-d0f8a850cdd1,2023-06-26,Consumer To Merchant,5,#2480F - Mitte - 2023-06-26
Leipzig Mitte,#D41D8,7880e876-7b89-534c-8dba-746a61682577,2023-06-28,Consumer To Merchant,5,#D41D8 - Leipzig Mitte - 2023-06-28
Leipzig Mitte,#A4C49,8efc41fd-8675-5ce8-910c-9a8727664f78,2023-06-28,Consumer To Merchant,5,#A4C49 - Leipzig Mitte - 2023-06-28
Prenzlauer Berg,#E3E92,5ce7dab5-bf4a-5d2b-9772-1f0e9ae8b260,2023-06-26,Consumer To Merchant,1,#E3E92 - Prenzlauer Berg - 2023-06-26
Charlottenburg,#D8F1E,fe7d1399-1592-5820-8752-0c822eace385,2023-06-14,Consumer To Merchant,2,#D8F1E - Charlottenburg - 2023-06-14
Charlottenburg,#A6565,c52bf004-2d9a-5ed4-8e79-663a5864c65d,2023-06-23,Consumer To Merchant,1,#A6565 - Charlottenburg - 2023-06-23
Prenzlauer Berg,#A1D6A,21712b30-eb68-5c86-8729-925c74bfdecf,2023-06-26,Consumer To Merchant,1,#A1D6A - Prenzlauer Berg - 2023-06-26
Charlottenburg,#686C2,2dd567ad-95eb-5c95-9ce1-4992a1d4a60b,2023-06-30,Consumer To Merchant,4,#686C2 - Charlottenburg - 2023-06-30
Kreuzberg,#64965,cb1a95c8-f622-5741-a36a-dfaf2ea8304a,2023-06-20,Consumer To Merchant,5,#64965 - Kreuzberg - 2023-06-20
Prenzlauer Berg,#213A4,4ac0c6bc-02f3-5f2d-95dc-d96baafe572d,2023-06-25,Consumer To Merchant,1,#213A4 - Prenzlauer Berg - 2023-06-25
DTM Westend,#3700D,992bf9bc-a98a-5dff-93df-8836c5ba4a88,2023-06-25,Consumer To Merchant,3,#3700D - DTM Westend - 2023-06-25
Mitte,#F9CF0,91cb6de9-e761-537e-9cd2-04cbe1c1c5e2,2023-06-27,Consumer To Merchant,5,#F9CF0 - Mitte - 2023-06-27
Nollendorfkiez,#853CE,d7ecbfbf-6646-54ac-9e98-1d66ac80f0f0,2023-06-26,Consumer To Merchant,4,#853CE - Nollendorfkiez - 2023-06-26
Nollendorfkiez,#C8604,1b84822e-2591-56bd-90d2-4ce2d24c4747,2023-06-26,Consumer To Merchant,4,#C8604 - Nollendorfkiez - 2023-06-26
Charlottenburg,#F6B14,ac8872d9-50ad-5da5-aeca-3df9584f33b1,2023-06-26,Consumer To Merchant,5,#F6B14 - Charlottenburg - 2023-06-26
Prenzlauer Berg,#4F8D1,28ed9352-120c-5603-9617-357bf6ec0957,2023-06-21,Consumer To Merchant,5,#4F8D1 - Prenzlauer Berg - 2023-06-21
Mitte,#D4512,0dd78e98-3151-5f9f-aa71-2a3099a3bba9,2023-06-10,Consumer To Merchant,5,#D4512 - Mitte - 2023-06-10
Prenzlauer Berg,#958B4,7628f0a5-b3bb-539f-bf26-6d3202a5c059,2023-06-10,Consumer To Merchant,4,#958B4 - Prenzlauer Berg - 2023-06-10
Prenzlauer Berg,#E0FFD,bc655ba1-362c-5619-9edf-9cc3304ec283,2023-06-03,Consumer To Merchant,5,#E0FFD - Prenzlauer Berg - 2023-06-03
Schillerkiez,#E8F4C,2ab8eb79-7d6d-5fe0-a435-75cace113a86,2023-06-17,Consumer To Merchant,5,#E8F4C - Schillerkiez - 2023-06-17
Prenzlauer Berg,#02914,d417fc4c-d0a6-5cac-acfc-5f7fd9c1ae22,2023-06-26,Consumer To Merchant,3,#02914 - Prenzlauer Berg - 2023-06-26
Samariterkiez,#44A19,ff5fb487-6397-5f7b-b1b1-b69c72f0e51c,2023-06-26,Consumer To Merchant,5,#44A19 - Samariterkiez - 2023-06-26
Samariterkiez,#E282F,547cdc52-dbf2-5289-957f-7b68a92fb35c,2023-06-16,Consumer To Merchant,5,#E282F - Samariterkiez - 2023-06-16
Kreuzberg,#EFB8A,426810fa-cda1-5721-86e1-b77414cc093f,2023-06-16,Consumer To Merchant,5,#EFB8A - Kreuzberg - 2023-06-16
Leipzig Mitte,#CA53F,47afd5de-d526-5f38-b4fc-e0581e4ec7d5,2023-06-06,Consumer To Merchant,1,#CA53F - Leipzig Mitte - 2023-06-06
Mitte,#E9F82,f5bd01b1-88e8-5d3b-9f2b-8f89242744da,2023-06-23,Consumer To Merchant,3,#E9F82 - Mitte - 2023-06-23
Prenzlauer Berg,#37E35,f3d9e5d8-7907-51ec-9d5b-4e7eaa26d36d,2023-06-23,Consumer To Merchant,3,#37E35 - Prenzlauer Berg - 2023-06-23
Leipzig Mitte,#A78E9,4766ab71-07f7-5358-8d44-ab815228d4bc,2023-06-15,Consumer To Merchant,5,#A78E9 - Leipzig Mitte - 2023-06-15
Leipzig Mitte,#AA3A6,398ea11a-f791-5304-a118-193ec8a57efb,2023-06-27,Consumer To Merchant,1,#AA3A6 - Leipzig Mitte - 2023-06-27
Samariterkiez,#9C153,c2afcd89-5bbc-50ff-b6ce-34938836a4e6,2023-06-27,Consumer To Merchant,5,#9C153 - Samariterkiez - 2023-06-27
Leipzig Mitte,#01267,127a1379-de63-5590-a47a-163f9f934d02,2023-06-14,Consumer To Merchant,1,#01267 - Leipzig Mitte - 2023-06-14
Kreuzberg,#10F96,621aba6b-4395-5c7c-aa2c-ad1653fbc5b9,2023-06-15,Consumer To Merchant,5,#10F96 - Kreuzberg - 2023-06-15
Prenzlauer Berg,#F9B7B,5fba253f-6917-552c-9476-ae953d5f1b9a,2023-06-24,Consumer To Merchant,5,#F9B7B - Prenzlauer Berg - 2023-06-24
Charlottenburg,#498C1,75b19c29-bac0-5bea-bb3d-0ffca0df3f48,2023-06-24,Consumer To Merchant,3,#498C1 - Charlottenburg - 2023-06-24
Prenzlauer Berg,#711AF,5e5117c4-caa2-5a40-b83f-9abb7724ee34,2023-06-24,Consumer To Merchant,5,#711AF - Prenzlauer Berg - 2023-06-24
Schillerkiez,#42FC1,a8dcf9e5-a82b-5cc2-a3e7-f54594e5640b,2023-06-15,Consumer To Merchant,1,#42FC1 - Schillerkiez - 2023-06-15
Prenzlauer Berg,#CFB63,f3094c83-cdeb-5c52-9fe7-3f2f71844b87,2023-06-20,Consumer To Merchant,5,#CFB63 - Prenzlauer Berg - 2023-06-20
Prenzlauer Berg,#9B719,13996bf8-265f-580a-8cf0-4d43084ddf8f,2023-06-22,Consumer To Merchant,3,#9B719 - Prenzlauer Berg - 2023-06-22
Prenzlauer Berg,#9BDB9,88ac7321-53b3-5e20-8cff-a513c144a73e,2023-06-18,Consumer To Merchant,3,#9BDB9 - Prenzlauer Berg - 2023-06-18
Prenzlauer Berg,#37485,7224de3b-2f63-53d6-865c-3237503664d6,2023-06-05,Consumer To Merchant,5,#37485 - Prenzlauer Berg - 2023-06-05
Mitte,#03EBF,d206bd6c-0749-5d3b-846a-3a4b6e21ad87,2023-06-23,Consumer To Merchant,5,#03EBF - Mitte - 2023-06-23
DTM Westend,#AEE06,7a6480e2-0f6d-5965-8884-b3573901bbb9,2023-06-27,Consumer To Merchant,3,#AEE06 - DTM Westend - 2023-06-27
Prenzlauer Berg,#A2AD0,db91a836-4780-5889-8daa-4396b887c39c,2023-06-15,Consumer To Merchant,5,#A2AD0 - Prenzlauer Berg - 2023-06-15
Mitte,#6A3EF,70e981bb-36c2-5d80-93a6-60d409211691,2023-06-28,Consumer To Merchant,5,#6A3EF - Mitte - 2023-06-28
Prenzlauer Berg,#163FD,3092e22e-4d45-5772-b562-abedd3f1f562,2023-06-22,Consumer To Merchant,5,#163FD - Prenzlauer Berg - 2023-06-22
Charlottenburg,#C390C,52bf12a2-2f23-541b-bba5-bd7f560aa733,2023-06-04,Consumer To Merchant,4,#C390C - Charlottenburg - 2023-06-04
Nollendorfkiez,#8C719,72759626-1198-5957-8e12-74a7e343ffc4,2023-06-23,Consumer To Merchant,4,#8C719 - Nollendorfkiez - 2023-06-23
Charlottenburg,#9E184,98065e88-8590-5969-ba46-d60ec60a8662,2023-06-23,Consumer To Merchant,4,#9E184 - Charlottenburg - 2023-06-23
Mitte,#04B68,53ac28c3-87fa-5950-a79e-4fb54a974108,2023-06-06,Consumer To Merchant,4,#04B68 - Mitte - 2023-06-06
Mitte,#404AC,089df1c7-a336-5ab6-a016-46bdae084641,2023-06-06,Consumer To Merchant,3,#404AC - Mitte - 2023-06-06
Schillerkiez,#37798,2bc5a3a7-3372-543d-886b-6fdcfb3d9e23,2023-06-09,Consumer To Merchant,5,#37798 - Schillerkiez - 2023-06-09
Samariterkiez,#952B6,aeb2ae19-39dc-5b6d-969f-60a317914a56,2023-06-14,Consumer To Merchant,3,#952B6 - Samariterkiez - 2023-06-14
Prenzlauer Berg,#065F3,0c637e1f-932e-5474-9736-55d4fbd06bbb,2023-06-05,Consumer To Merchant,5,#065F3 - Prenzlauer Berg - 2023-06-05
Charlottenburg,#6245D,6257a973-30a0-5270-af63-c72cf6b19278,2023-06-16,Consumer To Merchant,5,#6245D - Charlottenburg - 2023-06-16
Prenzlauer Berg,#5BBC8,8a100d85-8476-5c05-a034-03104619a9fe,2023-06-03,Consumer To Merchant,4,#5BBC8 - Prenzlauer Berg - 2023-06-03
Schillerkiez,#E6458,a4440cdf-7b15-54dd-a8dd-b67498e7f862,2023-06-16,Consumer To Merchant,4,#E6458 - Schillerkiez - 2023-06-16
Schillerkiez,#D0285,30f11815-56d0-5abc-97ea-78fe45ffc9f4,2023-06-16,Consumer To Merchant,5,#D0285 - Schillerkiez - 2023-06-16
Kreuzberg,#42432,40323a55-f7be-5cf2-9ec3-5fb28b80e85e,2023-06-12,Consumer To Merchant,2,#42432 - Kreuzberg - 2023-06-12
Samariterkiez,#EBB47,1239df4c-c143-5fe6-bf7e-d5101a8f4335,2023-06-05,Consumer To Merchant,5,#EBB47 - Samariterkiez - 2023-06-05
Leipzig Mitte,#6C84C,24499712-968d-5740-b036-eb4dfac8286a,2023-06-04,Consumer To Merchant,5,#6C84C - Leipzig Mitte - 2023-06-04
Charlottenburg,#E79CE,e9222ecc-5d6f-5ed1-8b45-266a0e0a2a2d,2023-06-25,Consumer To Merchant,5,#E79CE - Charlottenburg - 2023-06-25
Nollendorfkiez,#63575,f9718c21-8666-5003-afd0-b7d158d940f3,2023-06-25,Consumer To Merchant,5,#63575 - Nollendorfkiez - 2023-06-25
Leipzig Mitte,#4A76A,2c884be4-839b-5a09-a81a-9fa5a7ed8e55,2023-06-25,Consumer To Merchant,5,#4A76A - Leipzig Mitte - 2023-06-25
Prenzlauer Berg,#6690C,9d898e35-45d2-53ed-bd53-2e0c58af9637,2023-06-25,Consumer To Merchant,5,#6690C - Prenzlauer Berg - 2023-06-25
DTM Westend,#4C605,19afff8e-b9da-5a6e-a202-502a3b45edaa,2023-06-25,Consumer To Merchant,2,#4C605 - DTM Westend - 2023-06-25
Mitte,#B7B26,256d7f76-097f-5d8a-af35-e019332517b7,2023-06-08,Consumer To Merchant,5,#B7B26 - Mitte - 2023-06-08
Samariterkiez,#C96B6,6844371a-91f4-5089-bc22-20b63a478f37,2023-06-24,Consumer To Merchant,3,#C96B6 - Samariterkiez - 2023-06-24
Prenzlauer Berg,#65F2C,6fb0f17f-06e8-5e15-8a80-557684ddf6cd,2023-06-24,Consumer To Merchant,5,#65F2C - Prenzlauer Berg - 2023-06-24
Prenzlauer Berg,#073DD,59965920-4fb5-5a81-9cc1-9c1e797cadb9,2023-06-02,Consumer To Merchant,5,#073DD - Prenzlauer Berg - 2023-06-02
Samariterkiez,#A7655,c960225f-474e-5b0d-baaa-d2b78f86bd2f,2023-06-08,Consumer To Merchant,3,#A7655 - Samariterkiez - 2023-06-08
Charlottenburg,#08102,b3d649e1-4a86-58f4-bdf2-1d6d9a544949,2023-06-18,Consumer To Merchant,5,#08102 - Charlottenburg - 2023-06-18
Mitte,#96FF3,005aa868-ab9a-598a-8bf9-b45f09f4dbaf,2023-06-23,Consumer To Merchant,2,#96FF3 - Mitte - 2023-06-23
Nollendorfkiez,#35E4A,1b599429-1f4b-5051-9516-cdf1b91aadc4,2023-06-14,Consumer To Merchant,5,#35E4A - Nollendorfkiez - 2023-06-14
Kreuzberg,#B6470,fd4f56d6-f533-504d-805f-4e8811dd3698,2023-06-17,Consumer To Merchant,5,#B6470 - Kreuzberg - 2023-06-17
Charlottenburg,#AC952,a9bd8553-8fb2-5bdb-81c7-b7cc9569c685,2023-06-11,Consumer To Merchant,5,#AC952 - Charlottenburg - 2023-06-11
Samariterkiez,#15D9F,381f7eb2-e3ae-5ff6-aa64-e194dc824a1e,2023-06-11,Consumer To Merchant,1,#15D9F - Samariterkiez - 2023-06-11
Kreuzberg,#513EA,6ee30759-5ec7-5f09-af08-90d4142c7a48,2023-06-06,Consumer To Merchant,5,#513EA - Kreuzberg - 2023-06-06
DTM Westend,#B0740,85822908-ba1a-5500-8635-b8a14c5f6205,2023-06-25,Consumer To Merchant,5,#B0740 - DTM Westend - 2023-06-25
Prenzlauer Berg,#5CB9C,efbe3e11-3e69-5f22-ad47-35be111906bd,2023-06-07,Consumer To Merchant,5,#5CB9C - Prenzlauer Berg - 2023-06-07
Prenzlauer Berg,#EE4D8,cdff8151-3058-584d-8121-41a1544f67d8,2023-06-14,Consumer To Merchant,5,#EE4D8 - Prenzlauer Berg - 2023-06-14
Mitte,#2031C,1701609e-158d-5654-b948-d16ec51dd7a7,2023-06-29,Consumer To Merchant,4,#2031C - Mitte - 2023-06-29
Nollendorfkiez,#C2B0C,3d97bdd3-5887-5c42-98e6-06ae08d377bb,2023-06-29,Consumer To Merchant,1,#C2B0C - Nollendorfkiez - 2023-06-29
Mitte,#683F8,0b158666-281d-55a3-8e02-8380882f1d37,2023-06-22,Consumer To Merchant,3,#683F8 - Mitte - 2023-06-22
Prenzlauer Berg,#0C87C,d22709a8-de1b-51b6-b344-4403f3938382,2023-06-19,Consumer To Merchant,5,#0C87C - Prenzlauer Berg - 2023-06-19
Prenzlauer Berg,#AF06E,41808ada-ef52-5231-99dc-13eff618139f,2023-06-07,Consumer To Merchant,5,#AF06E - Prenzlauer Berg - 2023-06-07
Schillerkiez,#8A078,61cde365-4275-5fb7-976b-f935d7b4a68f,2023-06-18,Consumer To Merchant,4,#8A078 - Schillerkiez - 2023-06-18
Prenzlauer Berg,#181D3,c44a8543-8b33-5333-a99d-3f3c4695eada,2023-06-15,Consumer To Merchant,5,#181D3 - Prenzlauer Berg - 2023-06-15
Leipzig Mitte,#23BF6,b0e3b754-a4f9-5ace-ac82-c803c0b124aa,2023-06-15,Consumer To Merchant,5,#23BF6 - Leipzig Mitte - 2023-06-15
Leipzig Mitte,#B1A9E,2fd0b96d-4a32-50f0-92ee-98dc675b5253,2023-06-03,Consumer To Merchant,5,#B1A9E - Leipzig Mitte - 2023-06-03
Prenzlauer Berg,#24F9E,a68ef0a3-2d05-556e-9789-fbae9c6fb782,2023-06-09,Consumer To Merchant,5,#24F9E - Prenzlauer Berg - 2023-06-09
Prenzlauer Berg,#5A9B3,a43f840d-d2aa-53b9-8022-580defa5235e,2023-06-23,Consumer To Merchant,5,#5A9B3 - Prenzlauer Berg - 2023-06-23
Kreuzberg,#227D4,3036ee89-2a45-5eed-bdd4-4a3695742fe2,2023-06-02,Consumer To Merchant,4,#227D4 - Kreuzberg - 2023-06-02
Mitte,#B8F52,d7b0d50f-5793-5a36-8048-3dffa601df7a,2023-06-06,Consumer To Merchant,5,#B8F52 - Mitte - 2023-06-06
Charlottenburg,#081E5,23087794-e40a-590d-9262-5adbb2b442d1,2023-06-04,Consumer To Merchant,1,#081E5 - Charlottenburg - 2023-06-04
Leipzig Mitte,#518C9,c55b0555-5261-5c9f-93b5-0932f87da3e5,2023-06-04,Consumer To Merchant,4,#518C9 - Leipzig Mitte - 2023-06-04
Charlottenburg,#CF5F5,d1c48561-4791-50c9-9b11-1999f7a66f52,2023-06-18,Consumer To Merchant,5,#CF5F5 - Charlottenburg - 2023-06-18
Prenzlauer Berg,#D47AD,87858888-c090-5ace-b964-20f87eeccca3,2023-06-20,Consumer To Merchant,5,#D47AD - Prenzlauer Berg - 2023-06-20
Prenzlauer Berg,#FA178,0b1ee30e-5efd-54c8-90ab-fdabe950e61c,2023-06-23,Consumer To Merchant,5,#FA178 - Prenzlauer Berg - 2023-06-23
Prenzlauer Berg,#B59D7,2184c892-38c7-5c4b-9a66-c1a3a9141c1c,2023-06-08,Consumer To Merchant,4,#B59D7 - Prenzlauer Berg - 2023-06-08
Kreuzberg,#A34A6,40d0bb19-9736-5f75-9434-99cf5473d966,2023-06-07,Consumer To Merchant,4,#A34A6 - Kreuzberg - 2023-06-07
Schillerkiez,#87DDB,50e06a6a-7835-5090-83fc-4faa5c61aa6a,2023-06-07,Consumer To Merchant,5,#87DDB - Schillerkiez - 2023-06-07
Charlottenburg,#9B56F,cdfde283-c752-54e3-a35c-c31bac5a15bf,2023-06-13,Consumer To Merchant,4,#9B56F - Charlottenburg - 2023-06-13
Prenzlauer Berg,#B2E3B,24669981-ac8f-5b64-af33-76f2acba9326,2023-06-11,Consumer To Merchant,5,#B2E3B - Prenzlauer Berg - 2023-06-11
Prenzlauer Berg,#6BCD5,9d0deebc-d528-5fe9-b8ae-c49a6aec0a64,2023-06-10,Consumer To Merchant,5,#6BCD5 - Prenzlauer Berg - 2023-06-10
Nollendorfkiez,#42D9B,a56638df-fa12-57b3-9738-b00185d30cc9,2023-06-25,Consumer To Merchant,5,#42D9B - Nollendorfkiez - 2023-06-25
Prenzlauer Berg,#3B3D9,7d46bc5f-07c5-50f2-b54a-c65a7dea4d0b,2023-06-25,Consumer To Merchant,4,#3B3D9 - Prenzlauer Berg - 2023-06-25
Mitte,#17BEF,116ada10-4624-52aa-aadc-804430ce0310,2023-06-04,Consumer To Merchant,5,#17BEF - Mitte - 2023-06-04
Prenzlauer Berg,#D799F,2f1058b9-8b01-555a-99ca-09166fe96011,2023-06-18,Consumer To Merchant,5,#D799F - Prenzlauer Berg - 2023-06-18
Nollendorfkiez,#5E49E,23c32488-029a-5317-a272-16f2885749dc,2023-06-30,Consumer To Merchant,5,#5E49E - Nollendorfkiez - 2023-06-30
Mitte,#67523,f5a04789-f295-59ec-96c4-4e5eac0cc1d1,2023-06-25,Consumer To Merchant,1,#67523 - Mitte - 2023-06-25
Charlottenburg,#45EC6,811f158d-0c32-585e-92c6-28fc08b96050,2023-06-25,Consumer To Merchant,5,#45EC6 - Charlottenburg - 2023-06-25
Prenzlauer Berg,#A881F,e827a96f-bf97-5580-ba76-16faac9b8d1c,2023-06-14,Consumer To Merchant,5,#A881F - Prenzlauer Berg - 2023-06-14
Mitte,#97EAB,9e0a0099-00e0-5c9f-ac41-fbc293bec49c,2023-06-04,Consumer To Merchant,5,#97EAB - Mitte - 2023-06-04
Leipzig Mitte,#8EE5E,83d301ba-ec84-553e-8ed2-3372fab2fba0,2023-06-04,Consumer To Merchant,5,#8EE5E - Leipzig Mitte - 2023-06-04
Schillerkiez,#A3AAE,88b50f62-3b6f-57a0-b00f-fbd9c17e9b15,2023-06-11,Consumer To Merchant,3,#A3AAE - Schillerkiez - 2023-06-11
Schillerkiez,#D0E7E,b6b0f350-695e-5afa-8942-dc76f1b68487,2023-06-11,Consumer To Merchant,5,#D0E7E - Schillerkiez - 2023-06-11
Friedrichshain,#36985,07b73446-a1a2-5f9f-8b2e-44ceeaf683b2,2023-06-02,Consumer To Merchant,4,#36985 - Friedrichshain - 2023-06-02
Leipzig Mitte,#0FCD5,125efcce-43b9-5f89-8d10-960d96f504a7,2023-06-30,Consumer To Merchant,5,#0FCD5 - Leipzig Mitte - 2023-06-30
Leipzig Mitte,#56032,02372969-65d2-59cc-9e49-52496a466738,2023-06-30,Consumer To Merchant,3,#56032 - Leipzig Mitte - 2023-06-30
Kreuzberg,#F7077,5a471a1e-e435-561a-90a4-438e063661e9,2023-06-09,Consumer To Merchant,5,#F7077 - Kreuzberg - 2023-06-09
Schillerkiez,#E1290,8e6b9ba7-a479-51f4-9173-2b4d5bdab35f,2023-06-09,Consumer To Merchant,1,#E1290 - Schillerkiez - 2023-06-09
Leipzig Mitte,#EF546,c5e4699e-58dc-5726-a294-639c24d5fa78,2023-06-17,Consumer To Merchant,5,#EF546 - Leipzig Mitte - 2023-06-17
Prenzlauer Berg,#CE9AC,11542204-a672-5784-a983-984afd4e3b62,2023-06-26,Consumer To Merchant,5,#CE9AC - Prenzlauer Berg - 2023-06-26
Charlottenburg,#3A6A2,420659c5-3cd6-5a8f-8952-cdafdcbb2696,2023-06-11,Consumer To Merchant,3,#3A6A2 - Charlottenburg - 2023-06-11
Schillerkiez,#FB514,510a529b-0db9-5a9a-aff9-a25ad0a6613c,2023-06-04,Consumer To Merchant,1,#FB514 - Schillerkiez - 2023-06-04
Prenzlauer Berg,#07E34,53df51b1-786b-5027-96d1-e239926c005c,2023-06-03,Consumer To Merchant,5,#07E34 - Prenzlauer Berg - 2023-06-03
Leipzig Mitte,#32E74,a567a102-3d8c-5f43-ab41-1f0642ec30f9,2023-06-17,Consumer To Merchant,5,#32E74 - Leipzig Mitte - 2023-06-17
DTM Westend,#6252F,6be60489-2401-5dc0-8475-3c12519ed1d6,2023-06-25,Consumer To Merchant,4,#6252F - DTM Westend - 2023-06-25
Kreuzberg,#7CBCD,c337002f-c834-5639-821a-c83e17c8420c,2023-06-01,Consumer To Merchant,5,#7CBCD - Kreuzberg - 2023-06-01
Samariterkiez,#AC159,995477a8-57d6-56da-8918-0e3aa5354818,2023-06-12,Consumer To Merchant,5,#AC159 - Samariterkiez - 2023-06-12
Mitte,#6BDC4,8d00f6f4-a3ea-5fa7-a159-84acd72670c7,2023-06-06,Consumer To Merchant,5,#6BDC4 - Mitte - 2023-06-06
Prenzlauer Berg,#B2EE1,6f058a61-0ab5-5c33-99e7-cf935521b4e9,2023-06-17,Consumer To Merchant,5,#B2EE1 - Prenzlauer Berg - 2023-06-17
Kreuzberg,#E9043,a01ef3b5-98b6-5f45-8458-ce8618abf5a6,2023-06-17,Consumer To Merchant,5,#E9043 - Kreuzberg - 2023-06-17
Leipzig Mitte,#4072B,fe4c906a-49c1-576b-b6f3-8dd946207b5c,2023-06-09,Consumer To Merchant,5,#4072B - Leipzig Mitte - 2023-06-09
Schillerkiez,#7D3E3,40f55610-6379-52a7-84b9-675c6ffb8764,2023-06-04,Consumer To Merchant,1,#7D3E3 - Schillerkiez - 2023-06-04
Prenzlauer Berg,#51447,36ce2a49-65a2-518e-a76f-77eec376e8aa,2023-06-01,Consumer To Merchant,5,#51447 - Prenzlauer Berg - 2023-06-01
Schillerkiez,#82CC7,82bd5ff2-4fb0-5877-b7fe-07a02003d44f,2023-06-09,Consumer To Merchant,1,#82CC7 - Schillerkiez - 2023-06-09
